player_name,OVERALL_PICK,Totals_FG,Totals_FT,Totals_TRB,Totals_BLK,Totals_STL,Totals_TOV,Totals_PF,Shooting_FG%,MP,Age
Alex Oriakhi,57,93,41,163,45.0,4.0,41.0,61.0,0.495,731.0,21.0
Alex Oriakhi,57,138,106,286,54.0,20.0,47.0,79.0,0.639,878.0,22.0
Deshaun Thomas,58,259,141,220,11.0,19.0,52.0,54.0,0.444,1309.0,21.0
Andrew Wiggins,1,189,176,205,34.0,41.0,80.0,94.0,0.448,1148.0,18.0
Jabari Parker,2,236,160,306,43.0,37.0,81.0,83.0,0.473,1074.0,18.0
Joel Embiid,3,107,98,227,72.0,25.0,66.0,94.0,0.626,647.0,19.0
Aaron Gordon,4,189,76,303,39.0,34.0,55.0,90.0,0.495,1187.0,18.0
Marcus Smart,6,163,182,183,18.0,89.0,82.0,91.0,0.422,1014.0,19.0
Julius Randle,7,196,204,416,31.0,20.0,101.0,91.0,0.501,1233.0,19.0
Nik Stauskas,8,185,168,105,11.0,20.0,67.0,47.0,0.47,1281.0,20.0
Noah Vonleh,9,113,96,269,41.0,26.0,64.0,81.0,0.523,794.0,18.0
Elfrid Payton,10,237,184,210,21.0,80.0,127.0,83.0,0.509,1258.0,19.0
Doug McDermott,11,330,178,244,5.0,8.0,62.0,67.0,0.526,1181.0,22.0
Zach LaVine,13,127,47,94,6.0,33.0,42.0,73.0,0.441,904.0,18.0
T.J. Warren,14,342,156,250,21.0,63.0,83.0,97.0,0.525,1238.0,20.0
Adreian Payne,15,178,109,225,28.0,15.0,63.0,80.0,0.503,870.0,22.0
James Young,17,183,125,171,8.0,30.0,75.0,83.0,0.407,1296.0,18.0
Tyler Ennis,18,148,114,115,6.0,71.0,58.0,69.0,0.411,1215.0,19.0
Gary Harris,19,195,115,140,15.0,63.0,60.0,73.0,0.429,1131.0,19.0
Mitch McGary,21,30,16,66,6.0,15.0,13.0,25.0,0.545,198.0,21.0
Jordan Adams,22,208,158,192,5.0,95.0,54.0,78.0,0.485,1082.0,19.0
Rodney Hood,23,127,27,153,14.0,13.0,30.0,41.0,0.443,1050.0,19.0
Rodney Hood,23,191,109,138,9.0,25.0,54.0,91.0,0.464,1150.0,21.0
Shabazz Napier,24,213,207,234,13.0,73.0,114.0,84.0,0.429,1404.0,22.0
C.J. Wilcox,28,197,103,119,32.0,32.0,54.0,75.0,0.453,1116.0,23.0
Josh Huestis,29,156,64,295,69.0,21.0,43.0,76.0,0.451,1266.0,22.0
Kyle Anderson,30,181,137,315,27.0,64.0,110.0,60.0,0.48,1196.0,20.0
Joe Harris,33,149,73,109,8.0,35.0,48.0,88.0,0.441,1066.0,22.0
Cleanthony Early,34,187,151,213,28.0,29.0,70.0,83.0,0.484,986.0,22.0
Jarnell Stokes,35,199,160,392,34.0,26.0,77.0,73.0,0.531,1199.0,20.0
DeAndre Daniels,37,188,70,228,54.0,26.0,56.0,90.0,0.469,1103.0,21.0
Spencer Dinwiddie,38,61,102,52,4.0,26.0,30.0,32.0,0.466,529.0,20.0
Jerami Grant,39,133,120,217,18.0,26.0,37.0,75.0,0.496,1005.0,19.0
Glenn Robinson III,40,182,87,164,11.0,35.0,46.0,55.0,0.488,1194.0,20.0
Nick Johnson,42,205,146,154,25.0,43.0,64.0,76.0,0.432,1257.0,21.0
Markel Brown,44,190,149,179,35.0,34.0,55.0,86.0,0.473,1201.0,22.0
Dwight Powell,45,175,145,247,30.0,47.0,104.0,113.0,0.462,1167.0,22.0
Jordan Clarkson,46,167,134,120,17.0,29.0,83.0,73.0,0.435,1052.0,19.0
Jordan Clarkson,46,209,162,134,6.0,38.0,93.0,76.0,0.448,1228.0,21.0
Russ Smith,47,225,153,122,4.0,74.0,105.0,92.0,0.468,1084.0,22.0
Lamar Patterson,48,202,132,175,12.0,51.0,93.0,73.0,0.441,1174.0,22.0
Cameron Bairstow,49,237,219,251,51.0,19.0,68.0,72.0,0.556,1119.0,23.0
Alec Brown,50,165,88,171,94.0,15.0,65.0,67.0,0.476,909.0,21.0
Semaj Christon,55,201,157,91,8.0,45.0,89.0,72.0,0.479,1200.0,21.0
Devyn Marble,56,183,142,106,7.0,60.0,57.0,64.0,0.42,995.0,21.0
Jordan McRae,58,223,167,128,38.0,25.0,77.0,78.0,0.436,1190.0,22.0
Xavier Thames,59,54,25,45,1.0,24.0,29.0,59.0,0.412,546.0,19.0
Xavier Thames,59,188,196,104,5.0,59.0,51.0,71.0,0.411,1126.0,23.0
Cory Jefferson,60,184,137,312,49.0,15.0,51.0,83.0,0.5,1103.0,23.0
Karl-Anthony Towns,1,145,109,261,88.0,18.0,53.0,115.0,0.566,822.0,19.0
D'Angelo Russell,2,231,118,198,11.0,55.0,102.0,74.0,0.449,1188.0,18.0
Jahlil Okafor,3,279,99,322,54.0,29.0,95.0,81.0,0.664,1143.0,19.0
Willie Cauley-Stein,6,135,79,251,67.0,47.0,48.0,78.0,0.572,1012.0,21.0
Stanley Johnson,8,174,132,247,15.0,57.0,82.0,100.0,0.446,1081.0,18.0
Frank Kaminsky,9,267,156,320,57.0,33.0,63.0,65.0,0.547,1311.0,21.0
Justise Winslow,10,173,100,252,34.0,52.0,71.0,108.0,0.486,1135.0,18.0
Myles Turner,11,117,94,222,89.0,10.0,47.0,82.0,0.455,755.0,18.0
Trey Lyles,12,117,75,188,16.0,19.0,41.0,57.0,0.488,828.0,19.0
Devin Booker,13,135,53,76,2.0,17.0,37.0,58.0,0.47,816.0,18.0
Cameron Payne,14,245,133,129,17.0,68.0,87.0,72.0,0.456,1127.0,20.0
Kelly Oubre Jr.,15,110,79,179,13.0,41.0,43.0,71.0,0.444,756.0,19.0
Terry Rozier,16,214,139,200,6.0,72.0,79.0,62.0,0.411,1260.0,20.0
Rashad Vaughn,17,144,68,111,8.0,18.0,50.0,54.0,0.439,742.0,18.0
Sam Dekker,18,213,80,220,18.0,21.0,36.0,42.0,0.525,1239.0,20.0
Jerian Grant,19,204,170,115,19.0,63.0,82.0,75.0,0.478,1408.0,22.0
Delon Wright,20,165,153,173,34.0,73.0,68.0,49.0,0.509,1165.0,22.0
Justin Anderson,21,103,64,105,14.0,17.0,31.0,30.0,0.466,724.0,21.0
Bobby Portis,22,250,115,321,50.0,39.0,56.0,78.0,0.536,1076.0,19.0
Rondae Hollis-Jefferson,23,138,145,260,32.0,44.0,59.0,94.0,0.502,1090.0,20.0
Tyus Jones,24,135,144,137,3.0,59.0,76.0,46.0,0.417,1322.0,18.0
Jarell Martin,25,202,140,305,23.0,38.0,92.0,92.0,0.509,1159.0,20.0
Larry Nance Jr.,27,185,114,224,37.0,37.0,70.0,69.0,0.514,1082.0,22.0
Chris McCullough,29,54,40,110,33.0,27.0,35.0,41.0,0.478,450.0,19.0
Kevon Looney,30,151,92,331,32.0,46.0,45.0,104.0,0.47,1113.0,18.0
Montrezl Harrell,32,213,114,321,42.0,33.0,69.0,74.0,0.566,1229.0,21.0
Jordan Mickey,33,191,95,308,112.0,29.0,101.0,81.0,0.504,1081.0,20.0
Anthony Brown,34,176,116,256,7.0,28.0,72.0,78.0,0.431,1320.0,22.0
Rakeem Christmas,36,203,136,282,78.0,29.0,78.0,105.0,0.552,1064.0,23.0
Richaun Holmes,37,165,109,248,83.0,22.0,60.0,77.0,0.563,892.0,21.0
Darrun Hilliard,38,170,82,109,12.0,63.0,42.0,78.0,0.44,1007.0,21.0
Josh Richardson,40,184,99,143,16.0,67.0,85.0,79.0,0.461,1162.0,21.0
Pat Connaughton,41,166,50,282,36.0,27.0,44.0,75.0,0.466,1351.0,22.0
Olivier Hanlan,42,225,110,135,1.0,41.0,85.0,68.0,0.454,1204.0,21.0
Joe Young,43,185,140,112,0.0,19.0,41.0,40.0,0.458,1048.0,20.0
Joe Young,43,265,124,160,1.0,41.0,87.0,51.0,0.448,1322.0,22.0
Andrew Harrison,44,101,126,87,8.0,40.0,64.0,70.0,0.378,994.0,20.0
Marcus Thornton,45,215,127,92,4.0,21.0,77.0,36.0,0.456,1210.0,21.0
Norman Powell,46,213,127,169,16.0,66.0,80.0,91.0,0.456,1244.0,21.0
Dakari Johnson,48,79,90,179,36.0,14.0,42.0,69.0,0.506,635.0,19.0
Aaron White,49,171,195,248,16.0,45.0,41.0,53.0,0.521,1070.0,22.0
Tyler Harvey,51,230,150,116,4.0,36.0,64.0,60.0,0.469,1182.0,21.0
Sir'Dominic Pointer,53,175,100,253,80.0,63.0,66.0,99.0,0.524,1143.0,22.0
Cady Lalanne,55,138,91,304,61.0,19.0,80.0,87.0,0.552,929.0,22.0
Branden Dawson,56,182,51,318,58.0,42.0,67.0,72.0,0.535,1055.0,21.0
Ben Simmons,1,216,199,388,27.0,65.0,111.0,92.0,0.56,1151.0,19.0
Brandon Ingram,2,214,116,244,49.0,41.0,72.0,74.0,0.442,1246.0,18.0
Jaylen Brown,3,163,142,182,22.0,27.0,105.0,108.0,0.431,939.0,19.0
Kris Dunn,5,184,132,176,20.0,82.0,116.0,93.0,0.448,1088.0,21.0
Buddy Hield,6,301,176,212,18.0,42.0,113.0,76.0,0.501,1309.0,23.0
Jamal Murray,7,244,119,186,11.0,35.0,84.0,75.0,0.454,1267.0,18.0
Marquese Chriss,8,179,88,183,55.0,32.0,69.0,138.0,0.53,848.0,18.0
Jakob Poeltl,9,228,164,327,56.0,21.0,74.0,83.0,0.646,1093.0,20.0
Domantas Sabonis,11,239,150,426,31.0,22.0,92.0,115.0,0.611,1149.0,19.0
Taurean Prince,12,187,113,206,25.0,43.0,91.0,86.0,0.432,1040.0,21.0
Denzel Valentine,14,205,81,233,7.0,32.0,85.0,52.0,0.462,1022.0,22.0
Henry Ellenson,18,194,143,321,49.0,28.0,78.0,84.0,0.446,1107.0,19.0
Malik Beasley,19,185,104,180,6.0,32.0,59.0,75.0,0.471,1014.0,19.0
Caris LeVert,20,82,54,80,3.0,15.0,25.0,18.0,0.506,464.0,21.0
DeAndre' Bembry,21,238,117,279,30.0,51.0,73.0,88.0,0.479,1341.0,21.0
Malachi Richardson,22,152,113,158,10.0,42.0,79.0,91.0,0.369,1272.0,20.0
Brice Johnson,25,267,144,416,59.0,43.0,71.0,106.0,0.614,1121.0,21.0
Pascal Siakam,27,275,137,395,75.0,34.0,67.0,92.0,0.539,1176.0,21.0
Dejounte Murray,29,202,110,203,10.0,62.0,110.0,90.0,0.416,1139.0,19.0
Damian Jones,30,184,90,227,54.0,8.0,65.0,108.0,0.59,866.0,20.0
Deyonta Davis,31,119,23,191,64.0,9.0,30.0,80.0,0.598,650.0,19.0
Cheick Diallo,33,33,15,68,23.0,7.0,17.0,38.0,0.569,202.0,19.0
Tyler Ulis,34,192,167,105,4.0,51.0,69.0,64.0,0.434,1288.0,20.0
Malcolm Brogdon,36,230,140,150,9.0,35.0,52.0,76.0,0.457,1263.0,23.0
Chinanu Onuaku,37,137,33,263,62.0,24.0,65.0,92.0,0.62,762.0,19.0
Patrick McCaw,38,168,82,169,13.0,81.0,68.0,73.0,0.465,1113.0,20.0
Diamond Stone,40,167,102,188,55.0,18.0,53.0,80.0,0.568,807.0,18.0
Stephen Zimmerman,41,102,63,227,51.0,14.0,54.0,79.0,0.477,680.0,19.0
Isaiah Whitehead,42,194,149,122,49.0,40.0,119.0,78.0,0.379,1098.0,20.0
Demetrius Jackson,45,193,113,121,10.0,43.0,76.0,68.0,0.451,1259.0,21.0
Jake Layman,47,140,79,189,36.0,40.0,61.0,69.0,0.5,1112.0,21.0
Michael Gbinije,49,11,7,16,1.0,3.0,8.0,19.0,0.55,111.0,19.0
Michael Gbinije,49,225,106,151,13.0,70.0,105.0,98.0,0.461,1403.0,23.0
Georges Niang,50,283,96,218,22.0,31.0,92.0,111.0,0.546,1162.0,22.0
Ben Bentil,51,246,194,268,36.0,30.0,67.0,97.0,0.462,1198.0,20.0
Joel Bolomboy,52,193,159,415,40.0,23.0,78.0,73.0,0.573,1041.0,22.0
Kay Felder,54,269,239,149,7.0,69.0,120.0,104.0,0.44,1286.0,20.0
Marcus Paige,55,141,72,86,15.0,39.0,42.0,51.0,0.398,1075.0,22.0
Daniel Hamilton,56,159,86,321,15.0,38.0,85.0,66.0,0.387,1147.0,20.0
Abdel Nader,58,89,44,107,10.0,25.0,61.0,54.0,0.337,483.0,19.0
Abdel Nader,58,161,78,174,23.0,37.0,79.0,98.0,0.478,1088.0,22.0
Isaiah Cousins,59,169,65,165,10.0,51.0,88.0,63.0,0.406,1232.0,21.0
Tyrone Wallace,60,151,100,148,12.0,27.0,74.0,63.0,0.44,901.0,21.0
Markelle Fultz,1,209,109,143,30.0,40.0,80.0,63.0,0.476,892.0,18.0
Lonzo Ball,2,189,66,216,28.0,66.0,89.0,65.0,0.551,1263.0,19.0
Jayson Tatum,3,165,118,213,33.0,39.0,76.0,86.0,0.452,966.0,18.0
Josh Jackson,4,220,98,258,37.0,59.0,97.0,104.0,0.513,1077.0,19.0
De'Aaron Fox,5,214,156,143,7.0,53.0,87.0,90.0,0.479,1064.0,19.0
Jonathan Isaac,6,130,92,251,49.0,37.0,48.0,70.0,0.508,839.0,19.0
Lauri Markkanen,7,185,137,266,19.0,15.0,40.0,73.0,0.492,1140.0,19.0
Dennis Smith Jr.,9,191,143,146,14.0,62.0,108.0,67.0,0.455,1114.0,19.0
Zach Collins,10,135,110,230,69.0,18.0,60.0,105.0,0.652,673.0,19.0
Malik Monk,11,251,148,95,19.0,36.0,75.0,72.0,0.45,1218.0,18.0
Luke Kennard,12,237,160,188,13.0,31.0,59.0,83.0,0.489,1314.0,20.0
Donovan Mitchell,13,181,87,165,17.0,70.0,56.0,88.0,0.408,1098.0,20.0
Bam Adebayo,14,170,154,304,57.0,26.0,64.0,99.0,0.599,1145.0,19.0
Justin Jackson,15,264,98,186,9.0,31.0,69.0,55.0,0.443,1281.0,21.0
Justin Patton,16,200,45,218,50.0,30.0,60.0,96.0,0.676,885.0,19.0
D.J. Wilson,17,164,50,203,57.0,20.0,42.0,72.0,0.538,1155.0,20.0
T.J. Leaf,18,235,72,287,39.0,22.0,52.0,89.0,0.617,1048.0,19.0
John Collins,19,234,164,324,52.0,21.0,60.0,98.0,0.622,878.0,19.0
Jarrett Allen,22,179,84,278,51.0,19.0,84.0,68.0,0.566,1061.0,18.0
OG Anunoby,23,68,27,87,21.0,21.0,26.0,33.0,0.557,402.0,19.0
Tyler Lydon,24,151,97,294,49.0,35.0,59.0,84.0,0.473,1227.0,20.0
Caleb Swanigan,26,222,164,436,28.0,15.0,118.0,97.0,0.527,1139.0,19.0
Kyle Kuzma,27,182,85,271,14.0,18.0,62.0,46.0,0.504,894.0,21.0
Tony Bradley,28,102,65,195,22.0,10.0,25.0,69.0,0.573,553.0,19.0
Derrick White,29,205,148,139,49.0,42.0,81.0,72.0,0.507,1116.0,22.0
Josh Hart,30,236,127,230,10.0,56.0,71.0,81.0,0.51,1193.0,21.0
Frank Jackson,31,133,77,90,2.0,20.0,49.0,85.0,0.473,895.0,18.0
Davon Reed,32,161,90,158,16.0,43.0,67.0,52.0,0.433,1165.0,21.0
Wes Iwundu,33,151,122,221,12.0,35.0,81.0,63.0,0.481,1098.0,22.0
Frank Mason III,34,241,189,150,2.0,47.0,86.0,73.0,0.49,1301.0,22.0
Ivan Rabb,35,151,124,324,31.0,21.0,67.0,96.0,0.484,1012.0,19.0
Jonah Bolden,36,51,33,150,27.0,21.0,26.0,64.0,0.415,672.0,20.0
Semi Ojeleye,37,5,4,14,0.0,3.0,0.0,11.0,0.278,63.0,20.0
Semi Ojeleye,37,210,172,240,14.0,15.0,50.0,62.0,0.487,1195.0,22.0
Jordan Bell,38,171,82,342,88.0,49.0,75.0,68.0,0.636,1124.0,22.0
Jawun Evans,39,211,155,110,4.0,57.0,90.0,74.0,0.438,936.0,20.0
Dwayne Bacon,40,221,104,147,4.0,35.0,71.0,55.0,0.452,1008.0,21.0
Tyler Dorsey,41,189,105,135,4.0,30.0,59.0,57.0,0.467,1169.0,20.0
Thomas Bryant,42,148,108,226,52.0,26.0,78.0,104.0,0.519,954.0,19.0
Damyean Dotson,44,116,53,106,5.0,16.0,38.0,58.0,0.438,786.0,19.0
Damyean Dotson,44,202,44,222,5.0,29.0,33.0,53.0,0.47,1098.0,22.0
Dillon Brooks,45,206,95,113,16.0,38.0,72.0,97.0,0.488,886.0,21.0
Sterling Brown,46,161,87,227,19.0,50.0,69.0,91.0,0.459,1143.0,21.0
Ike Anigbogu,47,57,23,117,35.0,5.0,24.0,72.0,0.564,377.0,18.0
Sindarius Thornwell,48,195,215,221,30.0,66.0,76.0,71.0,0.444,1051.0,22.0
Edmond Sumner,52,101,100,91,16.0,27.0,58.0,51.0,0.479,696.0,21.0
Kadeem Allen,53,107,86,137,21.0,53.0,65.0,83.0,0.453,1020.0,24.0
Alec Peters,54,218,172,293,11.0,23.0,71.0,64.0,0.466,1019.0,21.0
Nigel Williams-Goss,55,186,74,141,5.0,33.0,85.0,56.0,0.442,1104.0,20.0
Nigel Williams-Goss,55,220,157,227,3.0,64.0,81.0,60.0,0.486,1248.0,22.0
Jabari Bird,56,140,42,127,6.0,18.0,50.0,52.0,0.44,863.0,22.0
Jaron Blossomgame,59,220,120,207,30.0,27.0,56.0,53.0,0.499,1133.0,23.0
Deandre Ayton,1,276,140,405,66.0,20.0,69.0,81.0,0.612,1172.0,19.0
Marvin Bagley III,2,270,131,366,29.0,27.0,75.0,60.0,0.614,1118.0,18.0
Jaren Jackson Jr.,4,119,106,203,106.0,21.0,62.0,112.0,0.513,764.0,18.0
Trae Young,5,261,236,125,8.0,54.0,167.0,57.0,0.422,1133.0,19.0
Mo Bamba,6,146,81,316,111.0,23.0,46.0,76.0,0.541,906.0,19.0
Wendell Carter Jr.,7,179,124,335,76.0,30.0,75.0,105.0,0.561,997.0,18.0
Collin Sexton,8,196,196,124,3.0,28.0,92.0,81.0,0.447,987.0,19.0
Mikal Bridges,10,244,114,212,43.0,61.0,54.0,86.0,0.514,1285.0,21.0
Shai Gilgeous-Alexander,11,183,143,153,18.0,61.0,100.0,62.0,0.485,1248.0,19.0
Miles Bridges,12,209,93,237,26.0,21.0,67.0,53.0,0.457,1067.0,19.0
Jerome Robinson,13,249,146,126,5.0,30.0,96.0,88.0,0.485,1260.0,20.0
Michael Porter Jr.,14,10,7,20,1.0,3.0,3.0,6.0,0.333,53.0,19.0
Troy Brown Jr.,15,143,78,217,7.0,55.0,86.0,78.0,0.444,1093.0,18.0
Zhaire Smith,16,154,91,185,42.0,42.0,41.0,67.0,0.556,1051.0,18.0
Donte DiVincenzo,17,188,76,190,8.0,42.0,79.0,83.0,0.481,1170.0,21.0
Lonnie Walker IV,18,132,48,83,15.0,30.0,37.0,51.0,0.415,888.0,19.0
Kevin Huerter,19,162,75,161,21.0,20.0,80.0,76.0,0.503,1101.0,19.0
Josh Okogie,20,133,133,150,23.0,42.0,61.0,70.0,0.416,873.0,19.0
Grayson Allen,21,181,108,123,2.0,64.0,79.0,79.0,0.418,1319.0,22.0
Chandler Hutchison,22,205,163,238,8.0,46.0,104.0,74.0,0.475,961.0,21.0
Aaron Holiday,23,212,159,121,8.0,42.0,125.0,87.0,0.461,1244.0,21.0
Moritz Wagner,25,216,75,278,20.0,38.0,56.0,120.0,0.528,1078.0,20.0
Landry Shamet,26,154,85,103,6.0,23.0,67.0,61.0,0.489,1015.0,20.0
Jacob Evans,28,161,86,170,35.0,47.0,63.0,72.0,0.427,1107.0,20.0
Omari Spellman,30,160,49,321,59.0,26.0,40.0,92.0,0.476,1125.0,20.0
Jevon Carter,32,215,133,172,13.0,112.0,98.0,111.0,0.422,1313.0,22.0
Jalen Brunson,33,270,130,122,1.0,37.0,71.0,78.0,0.521,1272.0,21.0
Devonte' Graham,34,199,167,157,2.0,62.0,109.0,56.0,0.4,1474.0,22.0
Gary Trent Jr.,37,177,85,157,5.0,43.0,38.0,62.0,0.415,1253.0,19.0
Khyri Thomas,38,184,67,144,8.0,56.0,59.0,62.0,0.538,1046.0,21.0
Jarred Vanderbilt,41,29,24,110,11.0,6.0,15.0,37.0,0.426,238.0,18.0
Bruce Brown,42,78,44,135,15.0,25.0,43.0,43.0,0.415,640.0,21.0
Justin Jackson,43,37,24,89,9.0,9.0,32.0,15.0,0.366,321.0,20.0
Hamidou Diallo,45,134,77,135,13.0,28.0,51.0,96.0,0.428,918.0,19.0
De'Anthony Melton,46,101,77,170,37.0,69.0,64.0,81.0,0.437,972.0,18.0
Svi Mykhailiuk,47,205,45,153,12.0,46.0,65.0,97.0,0.434,1346.0,20.0
Keita Bates-Diop,48,247,112,296,56.0,31.0,62.0,57.0,0.48,1125.0,22.0
Chimezie Metu,49,205,111,253,59.0,27.0,68.0,87.0,0.523,1053.0,20.0
Tony Carr,51,245,147,183,11.0,30.0,85.0,68.0,0.408,1308.0,20.0
Kostas Antetokounmpo,60,58,33,83,31.0,7.0,39.0,66.0,0.574,438.0,20.0
Zion Williamson,1,296,130,293,59.0,70.0,78.0,68.0,0.68,990.0,18.0
Ja Morant,2,265,221,188,27.0,58.0,170.0,48.0,0.499,1207.0,19.0
RJ Barrett,3,319,149,288,16.0,34.0,123.0,70.0,0.454,1341.0,18.0
De'Andre Hunter,4,205,123,193,22.0,22.0,52.0,76.0,0.52,1234.0,21.0
Darius Garland,5,29,12,19,2.0,4.0,15.0,7.0,0.537,139.0,19.0
Jarrett Culver,6,254,147,243,21.0,57.0,103.0,73.0,0.461,1234.0,19.0
Coby White,7,188,104,124,11.0,38.0,93.0,68.0,0.423,999.0,18.0
Jaxson Hayes,8,123,74,160,71.0,19.0,29.0,107.0,0.728,747.0,18.0
Rui Hachimura,9,275,164,240,27.0,35.0,68.0,74.0,0.591,1117.0,20.0
Cam Reddish,10,154,88,133,21.0,56.0,96.0,86.0,0.356,1069.0,19.0
Cameron Johnson,11,127,60,149,11.0,31.0,38.0,86.0,0.447,1099.0,20.0
Cameron Johnson,11,211,90,208,10.0,43.0,54.0,53.0,0.506,1076.0,22.0
P.J. Washington,12,190,118,264,43.0,29.0,69.0,86.0,0.522,1024.0,20.0
Tyler Herro,13,186,87,166,12.0,40.0,60.0,47.0,0.462,1207.0,19.0
Romeo Langford,14,177,140,172,26.0,25.0,68.0,60.0,0.448,1090.0,19.0
Chuma Okeke,16,168,65,260,46.0,69.0,66.0,71.0,0.496,1105.0,20.0
Nickeil Alexander-Walker,17,190,112,139,18.0,64.0,97.0,78.0,0.474,1167.0,20.0
Matisse Thybulle,20,112,57,111,82.0,126.0,66.0,100.0,0.415,1118.0,21.0
Brandon Clarke,21,219,79,261,77.0,35.0,53.0,78.0,0.592,957.0,20.0
Brandon Clarke,21,257,109,317,117.0,43.0,57.0,79.0,0.687,1040.0,22.0
Grant Williams,22,234,213,278,55.0,42.0,83.0,110.0,0.564,1181.0,20.0
Ty Jerome,24,178,67,157,1.0,57.0,61.0,64.0,0.435,1256.0,21.0
Nassir Little,25,131,77,166,19.0,19.0,48.0,59.0,0.478,656.0,18.0
Dylan Windler,26,243,116,357,19.0,47.0,69.0,69.0,0.54,1097.0,22.0
Mfiondu Kabengele,27,164,137,220,56.0,21.0,48.0,96.0,0.502,798.0,21.0
Jordan Poole,28,161,75,110,8.0,40.0,57.0,74.0,0.436,1224.0,19.0
Keldon Johnson,29,172,109,217,6.0,28.0,60.0,83.0,0.461,1137.0,19.0
Kevin Porter Jr.,30,74,24,84,11.0,17.0,39.0,44.0,0.471,464.0,18.0
Nic Claxton,31,137,123,274,81.0,34.0,67.0,90.0,0.46,1011.0,19.0
KZ Okpala,32,170,116,165,15.0,29.0,83.0,73.0,0.463,949.0,19.0
Carsen Edwards,33,277,185,130,10.0,48.0,113.0,73.0,0.394,1275.0,20.0
Bruno Fernando,34,173,113,362,64.0,22.0,95.0,92.0,0.607,1021.0,20.0
Cody Martin,36,78,40,144,14.0,40.0,46.0,69.0,0.467,855.0,20.0
Cody Martin,36,151,74,152,23.0,46.0,64.0,86.0,0.505,1171.0,23.0
Daniel Gafford,38,214,114,277,65.0,30.0,76.0,88.0,0.66,919.0,20.0
Justin James,40,228,200,273,18.0,48.0,133.0,68.0,0.409,1221.0,22.0
Eric Paschall,41,150,85,148,12.0,21.0,76.0,53.0,0.419,842.0,18.0
Eric Paschall,41,195,135,221,17.0,26.0,82.0,77.0,0.447,1301.0,22.0
Admiral Schofield,42,238,60,227,17.0,33.0,70.0,94.0,0.474,1175.0,21.0
Jaylen Nowell,43,218,95,190,9.0,46.0,106.0,81.0,0.502,1240.0,19.0
Bol Bol,44,74,28,86,24.0,7.0,18.0,15.0,0.561,268.0,19.0
Isaiah Roby,45,148,90,242,66.0,44.0,70.0,112.0,0.454,1093.0,20.0
Talen Horton-Tucker,46,155,55,170,23.0,45.0,60.0,79.0,0.406,952.0,18.0
Ignas Brazdeikis,47,188,116,201,18.0,26.0,46.0,79.0,0.462,1096.0,20.0
Terance Mann,48,147,98,240,12.0,25.0,65.0,83.0,0.505,1174.0,22.0
Quinndary Weatherspoon,49,213,148,159,10.0,57.0,99.0,72.0,0.508,1157.0,22.0
Jarrell Brantley,50,237,128,277,29.0,46.0,85.0,89.0,0.517,1121.0,22.0
Tremont Waters,51,172,104,92,4.0,96.0,114.0,64.0,0.43,1070.0,21.0
Jalen McDaniels,52,212,93,281,16.0,38.0,82.0,100.0,0.466,1055.0,21.0
Justin Wright-Foreman,53,330,178,141,7.0,30.0,91.0,67.0,0.511,1321.0,21.0
Marial Shayok,54,121,43,82,10.0,30.0,36.0,46.0,0.445,702.0,21.0
Marial Shayok,54,229,108,167,8.0,32.0,91.0,70.0,0.496,1118.0,23.0
Kyle Guy,55,198,70,171,2.0,26.0,53.0,39.0,0.449,1345.0,21.0
Jaylen Hands,56,158,85,121,5.0,44.0,105.0,40.0,0.413,1029.0,19.0
Jordan Bone,57,186,76,118,4.0,26.0,74.0,49.0,0.465,1219.0,21.0
Miye Oni,58,167,107,182,37.0,26.0,75.0,78.0,0.441,898.0,21.0
Dewan Hernandez,59,147,71,213,31.0,16.0,44.0,60.0,0.576,825.0,21.0
