,PERSON_ID,PLAYER_NAME,SEASON,ROUND_NUMBER,OVERALL_PICK,TEAM_NAME,ORGANIZATION,ORGANIZATION_TYPE,PLAYER_PROFILE_FLAG,POSITION,HEIGHT,WEIGHT,WINGSPAN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,BMI,VERTICAL_RATIO
555,201960,DeMarre Carroll,2009,1,27,Grizzlies,Missouri,College/University,1,F,78.25,207.2,82.0,6.3,,,,,,,,,23.789010809541793,
556,201961,Wayne Ellington,2009,1,28,Timberwolves,North Carolina,College/University,1,G,76.25,202.4,78.5,5.5,,,31.5,38.0,11.14,,3.2,13.0,24.47293953238377,0.49836065573770494
557,201962,Toney Douglas,2009,1,29,Lakers,Florida State,College/University,1,G,73.0,183.4,78.0,5.2,,,28.0,32.5,10.63,,3.03,15.0,24.194070182022894,0.4452054794520548
558,201963,Christian Eyenga,2009,1,30,Cavaliers,CB Prat (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
559,201965,Jeff Ayres,2009,2,31,Kings,Arizona State,College/University,1,F,80.75,239.6,85.0,5.5,,,31.0,35.0,11.98,,3.14,15.0,25.831943179748677,0.43343653250773995
560,201966,Jermaine Taylor,2009,2,32,Wizards,Central Florida,College/University,1,G,75.5,207.4,80.75,5.8,,,34.0,37.5,11.54,,3.32,16.0,25.578211481952547,0.4966887417218543
561,201967,Dante Cunningham,2009,2,33,Trail Blazers,Villanova,College/University,1,F,79.0,227.4,83.0,4.8,,,28.0,35.0,11.18,,3.26,18.0,25.61483736580676,0.4430379746835443
562,201968,Sergio Llull,2009,2,34,Nuggets,Real Madrid Baloncesto (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
563,201969,DaJuan Summers,2009,2,35,Pistons,Georgetown,College/University,1,F,79.25,243.0,84.75,6.6,,,29.5,34.5,10.94,,3.17,15.0,27.19963379076317,0.4353312302839117
564,201970,Sam Young,2009,2,36,Grizzlies,Pittsburgh,College/University,1,G,77.25,222.8,82.75,4.9,,,27.5,33.0,11.47,,3.45,,26.246629172296064,0.42718446601941745
565,201971,DeJuan Blair,2009,2,37,Spurs,Pittsburgh,College/University,1,F,77.25,276.6,86.0,12.0,,,26.0,33.0,11.5,,3.45,18.0,32.584459735444746,0.42718446601941745
566,201972,Jon Brockman,2009,2,38,Trail Blazers,Washington,College/University,1,,,,,,,,,,,,,,,
567,201973,Jonas Jerebko,2009,2,39,Pistons,Pallacanestro Biella (Italy),Other Team/Club,1,,,,,,,,,,,,,,,
568,201974,Derrick Brown,2009,2,40,Bobcats,Xavier,College/University,1,F,79.5,224.6,86.5,8.6,,,30.5,35.5,11.26,,3.13,20.0,24.98220798227918,0.44654088050314467
569,201975,Jodie Meeks,2009,2,41,Bucks,Kentucky,College/University,1,G,75.0,211.4,76.5,8.0,,,28.5,37.0,10.96,,3.1,14.0,26.420302222222226,0.49333333333333335
570,201976,Patrick Beverley,2009,2,42,Lakers,BC Dnipro (Ukraine),Other Team/Club,1,,,,,,,,,,,,,,,
571,201977,Marcus Thornton,2009,2,43,Heat,Louisiana State,College/University,1,G,74.75,194.4,77.0,4.8,,,31.0,33.0,10.73,,3.28,14.0,24.45846467041756,0.4414715719063545
572,201978,Chase Budinger,2009,2,44,Pistons,Arizona,College/University,1,G,78.25,206.4,79.0,10.0,,,29.5,38.5,11.08,,3.24,10.0,23.69716134695669,0.49201277955271566
573,201979,Nick Calathes,2009,2,45,Timberwolves,Florida,College/University,1,,,,,,,,,,,,,,,
574,201980,Danny Green,2009,2,46,Cavaliers,North Carolina,College/University,1,G,77.25,208.0,82.0,5.6,,,29.0,33.0,11.3,,3.3,15.0,24.50313674971984,0.42718446601941745
575,201994,Henk Norel,2009,2,47,Timberwolves,Joventut Badalona (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
576,201981,Taylor Griffin,2009,2,48,Suns,Oklahoma,College/University,1,,,,,,,,,,,,,,,
577,201982,Sergiy Gladyr,2009,2,49,Hawks,MBC Mykolaiv (Ukraine),Other Team/Club,0,,,,,,,,,,,,,,,
578,201983,Goran Suton,2009,2,50,Jazz,Michigan State,College/University,1,,,,,,,,,,,,,,,
579,201984,Jack McClinton,2009,2,51,Spurs,Miami (FL),College/University,0,,,,,,,,,,,,,,,
580,201985,AJ Price,2009,2,52,Pacers,Connecticut,College/University,1,G,72.5,192.8,75.75,12.4,,,26.0,31.0,10.99,,3.22,11.0,25.78614030915577,0.42758620689655175
581,201986,Nando De Colo,2009,2,53,Spurs,Cholet Basket (France),Other Team/Club,1,,,,,,,,,,,,,,,
582,201987,Robert Vaden,2009,2,54,Bobcats,Alabama-Birmingham,College/University,0,,,,,,,,,,,,,,,
583,201988,Patty Mills,2009,2,55,Trail Blazers,St. Mary's (CA),College/University,1,G,71.25,175.4,74.0,6.9,,,27.5,33.0,10.87,,3.1,8.0,24.28930994152047,0.4631578947368421
584,201989,Ahmad Nivins,2009,2,56,Mavericks,Saint Joseph's,College/University,0,,,,,,,,,,,,,,,
585,201990,Emir Preldzic,2009,2,57,Suns,Fenerbahce S.K. (Turkey),Other Team/Club,0,,,,,,,,,,,,,,,
586,201991,Lester Hudson,2009,2,58,Celtics,Tennessee-Martin,College/University,1,,,,,,,,,,,,,,,
587,201992,Chinemelu Elonu,2009,2,59,Lakers,Texas A&M,College/University,0,,,,,,,,,,,,,,,
588,201993,Robert Dozier,2009,2,60,Heat,Memphis,College/University,1,,,,,,,,,,,,,,,
589,202322,John Wall,2010,1,1,Wizards,Kentucky,College/University,1,G,74.75,195.6,81.25,5.6,8.25,9.5,30.0,39.0,10.84,,3.14,,24.60944284739544,0.5217391304347826
590,202323,Evan Turner,2010,1,2,76ers,Ohio State,College/University,1,G,77.75,213.8,80.0,8.6,8.75,9.5,27.5,34.5,11.06,,3.27,9.0,24.8634981027905,0.4437299035369775
591,202324,Derrick Favors,2010,1,3,Nets,Georgia Tech,College/University,1,F,80.75,245.2,88.0,6.5,8.75,9.25,31.5,35.5,11.74,,3.25,14.0,26.435694773265343,0.43962848297213625
592,202325,Wesley Johnson,2010,1,4,Timberwolves,Syracuse,College/University,1,F,78.25,206.4,85.0,4.6,9.0,9.5,32.0,37.0,11.43,,3.14,16.0,23.69716134695669,0.4728434504792332
593,202326,DeMarcus Cousins,2010,1,5,Kings,Kentucky,College/University,1,C,81.5,291.8,89.75,16.4,9.25,10.0,23.5,27.5,11.4,,3.55,,30.88342052768264,0.3374233128834356
594,202327,Ekpe Udoh,2010,1,6,Warriors,Baylor,College/University,1,F,80.75,237.4,88.5,8.0,9.5,8.75,31.0,33.5,11.15,,3.29,10.0,25.594755053724278,0.4148606811145511
595,202328,Greg Monroe,2010,1,7,Pistons,Georgetown,College/University,1,F,81.75,246.6,86.25,11.2,8.75,9.5,25.0,29.0,12.1,,3.35,15.0,25.94017338607861,0.3547400611620795
596,202329,Al-Farouq Aminu,2010,1,8,Clippers,Wake Forest,College/University,1,F,79.25,216.0,87.25,8.2,9.5,9.5,27.0,33.5,11.29,,3.3,13.0,24.17745225845615,0.4227129337539432
597,202330,Gordon Hayward,2010,1,9,Jazz,Butler,College/University,1,F,78.75,211.0,79.75,6.9,8.5,9.25,30.5,34.5,11.73,,3.22,10.0,23.918649533887628,0.4380952380952381
598,202331,Paul George,2010,1,10,Pacers,Fresno State,College/University,1,F,79.75,214.4,83.25,5.0,8.5,9.0,,,,,,4.0,23.698383467143604,
599,202332,Cole Aldrich,2010,1,11,Hornets,Kansas,College/University,1,C,81.0,236.0,88.75,8.5,9.0,9.25,23.0,28.0,11.48,,3.35,10.0,25.286998933089468,0.345679012345679
600,202333,Xavier Henry,2010,1,12,Grizzlies,Kansas,College/University,1,G,77.25,210.2,83.25,4.7,8.75,10.0,28.5,36.5,11.1,,3.18,8.0,24.762304542264953,0.47249190938511326
601,202334,Ed Davis,2010,1,13,Raptors,North Carolina,College/University,1,F,81.0,226.6,84.0,10.0,9.25,10.0,31.0,36.0,11.7,,3.21,,24.279804907788446,0.4444444444444444
602,202335,Patrick Patterson,2010,1,14,Rockets,Kentucky,College/University,1,F,80.0,239.6,85.25,5.3,9.25,10.25,28.5,33.5,11.14,,3.25,17.0,26.3185625,0.41875
603,202336,Larry Sanders,2010,1,15,Bucks,Virginia Commonwealth,College/University,1,F,81.25,222.4,89.75,4.6,9.75,11.0,25.5,28.0,12.49,,3.27,7.0,23.683362840236686,0.3446153846153846
604,202337,Luke Babbitt,2010,1,16,Timberwolves,Nevada-Reno,College/University,1,F,79.5,217.8,83.25,5.6,8.5,10.0,29.5,37.5,10.98,,3.4,15.0,24.225845496618014,0.4716981132075472
605,202338,Kevin Seraphin,2010,1,17,Bulls,Cholet Basket (France),Other Team/Club,1,,,,,,,,,,,,,,,
606,202339,Eric Bledsoe,2010,1,18,Thunder,Kentucky,College/University,1,G,72.25,191.6,79.5,5.6,8.5,9.75,,,,,,9.0,25.803292585098355,
607,202340,Avery Bradley,2010,1,19,Celtics,Texas,College/University,1,G,74.0,180.4,79.25,4.0,8.25,9.5,31.5,37.5,11.47,,3.14,2.0,23.159459459459462,0.5067567567567568
608,202341,James Anderson,2010,1,20,Spurs,Oklahoma State,College/University,1,F,76.75,207.6,80.5,7.9,8.5,7.25,30.0,35.5,11.86,,3.19,14.0,24.77569841589831,0.46254071661237783
609,202342,Craig Brackins,2010,1,21,Thunder,Iowa State,College/University,1,F,80.5,229.0,84.0,7.9,9.5,11.25,26.0,35.0,11.65,,3.39,6.0,24.842714401450564,0.43478260869565216
610,202343,Elliot Williams,2010,1,22,Trail Blazers,Memphis,College/University,1,,,,,,,,,,,,,,,
611,202344,Trevor Booker,2010,1,23,Timberwolves,Clemson,College/University,1,F,78.25,235.8,81.75,7.3,9.0,9.5,31.0,36.0,11.15,,3.1,22.0,27.072629096959243,0.46006389776357826
612,202345,Damion James,2010,1,24,Hawks,Texas,College/University,1,F,78.25,226.6,84.75,9.6,9.25,8.5,29.0,33.0,10.89,,3.2,13.0,26.016360277230554,0.4217252396166134
613,202346,Dominique Jones,2010,1,25,Grizzlies,South Florida,College/University,1,G,75.25,216.0,81.25,5.9,9.0,10.25,26.0,32.5,10.88,,3.31,19.0,26.81612785730842,0.4318936877076412
614,202347,Quincy Pondexter,2010,1,26,Thunder,Washington,College/University,1,,,,,,,,,,,,,,,
615,202348,Jordan Crawford,2010,1,27,Nets,Xavier,College/University,1,G,75.0,198.4,79.0,4.9,8.0,9.0,31.5,34.5,11.03,,3.37,7.0,24.795591111111115,0.46
616,202349,Greivis Vasquez,2010,1,28,Grizzlies,Maryland,College/University,1,G,77.0,210.8,79.0,8.6,7.75,9.25,,,,,,,24.994501602293813,
617,202350,Daniel Orton,2010,1,29,Magic,Kentucky,College/University,1,C,80.75,269.2,88.25,13.8,8.5,9.75,24.0,30.5,12.32,,3.39,13.0,29.023201602622475,0.37770897832817335
618,202351,Lazar Hayward,2010,1,30,Wizards,Marquette,College/University,1,G,76.5,225.8,84.75,7.5,9.25,9.5,31.0,36.0,10.87,,3.31,15.0,27.12416591909095,0.47058823529411764
619,202353,Tibor Pleiss,2010,2,31,Nets,Brose Baskets (Germany),Other Team/Club,1,,,,,,,,,,,,,,,
620,202354,Dexter Pittman,2010,2,32,Heat,Texas,College/University,1,F,81.5,302.6,90.0,20.8,10.25,10.5,,,,,,,32.02646693514999,
621,202355,Hassan Whiteside,2010,2,33,Kings,Marshall,College/University,1,F,82.5,226.6,91.0,5.5,8.25,10.25,27.0,31.5,11.83,,3.54,12.0,23.404929292929292,0.38181818181818183
622,202356,Armon Johnson,2010,2,34,Trail Blazers,Nevada-Reno,College/University,1,G,74.0,195.2,80.0,5.6,8.25,9.25,31.5,38.5,11.25,,3.19,18.0,25.059459459459458,0.5202702702702703
623,202357,Nemanja Bjelica,2010,2,35,Wizards,KK Crvena zvezda (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
624,202358,Terrico White,2010,2,36,Pistons,Mississippi,College/University,1,G,75.75,202.6,81.0,3.7,9.0,10.5,31.0,40.0,11.38,,3.15,10.0,24.82158394057227,0.528052805280528
625,202359,Darington Hobson,2010,2,37,Bucks,New Mexico,College/University,1,G,77.25,203.6,81.25,6.2,8.25,9.0,29.0,34.0,11.68,,3.25,,23.98480116462961,0.4401294498381877
626,202360,Andy Rautins,2010,2,38,Knicks,Syracuse,College/University,1,G,76.25,191.6,79.0,6.2,8.0,9.75,23.5,30.5,11.27,,3.49,8.0,23.167071217414676,0.4
627,202361,Landry Fields,2010,2,39,Knicks,Stanford,College/University,1,,,,,,,,,,,,,,,
628,202362,Lance Stephenson,2010,2,40,Pacers,Cincinnati,College/University,1,G,76.5,227.0,82.5,9.3,9.0,10.25,27.0,33.0,11.39,,3.38,10.0,27.268315605109148,0.43137254901960786
629,202363,Jarvis Varnado,2010,2,41,Heat,Mississippi State,College/University,1,,,,,,,,,,,,,,,
630,202364,Da'Sean Butler,2010,2,42,Heat,West Virginia,College/University,0,,,,,,,,,,,,,,,
631,202365,Devin Ebanks,2010,2,43,Lakers,West Virginia,College/University,1,F,79.0,207.8,84.25,7.9,8.25,9.0,23.5,32.0,11.69,,3.44,6.0,23.4070501522192,0.4050632911392405
632,202366,Jerome Jordan,2010,2,44,Bucks,Tulsa,College/University,1,,,,,,,,,,,,,,,
633,202370,Paulao Prestes,2010,2,45,Timberwolves,CB Murcia (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
634,202371,Gani Lawal,2010,2,46,Suns,Georgia Tech,College/University,1,F,79.5,233.4,84.0,6.3,8.5,10.0,27.0,31.5,11.61,,3.24,20.0,25.961030022546574,0.39622641509433965
635,202372,Tiny Gallon,2010,2,47,Bucks,Oklahoma,College/University,0,,,,,,,,,,,,,,,
636,202160,Latavious Williams,2010,2,48,Heat,Tulsa 66ers (D-League),Other Team/Club,0,,,,,,,,,,,,,,,
637,202373,Ryan Richards,2010,2,49,Spurs,CB Gran Canaria (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
638,202374,Solomon Alabi,2010,2,50,Mavericks,Florida State,College/University,1,C,83.5,237.4,89.0,5.0,9.25,9.25,22.5,26.0,13.2,,3.68,10.0,23.936634515400335,0.31137724550898205
639,202375,Magnum Rolle,2010,2,51,Thunder,Louisiana Tech,College/University,1,,,,,,,,,,,,,,,
640,202376,Luke Harangody,2010,2,52,Celtics,Notre Dame,College/University,1,F,78.0,240.2,81.5,11.1,8.75,9.75,24.0,28.5,11.83,,3.41,23.0,27.754865220249833,0.36538461538461536
641,202377,Pape Sy,2010,2,53,Hawks,STB Le Havre (France),Other Team/Club,1,,,,,,,,,,,,,,,
642,202378,Willie Warren,2010,2,54,Clippers,Oklahoma,College/University,1,G,74.5,208.4,78.0,7.6,8.5,9.5,23.0,31.5,11.21,,3.5,10.0,26.396144317823524,0.4228187919463087
643,202379,Jeremy Evans,2010,2,55,Jazz,Western Kentucky,College/University,1,,,,,,,,,,,,,,,
644,202380,Hamady Ndiaye,2010,2,56,Timberwolves,Rutgers,College/University,1,,,,,,,,,,,,,,,
645,202385,Ryan Reid,2010,2,57,Pacers,Florida State,College/University,1,,,,,,,,,,,,,,,
646,202382,Derrick Caracter,2010,2,58,Lakers,Texas-El Paso,College/University,1,F,80.25,280.0,84.25,12.8,9.0,10.25,25.0,30.5,12.78,,3.61,22.0,30.564920759697596,0.38006230529595014
647,202383,Stanley Robinson,2010,2,59,Magic,Connecticut,College/University,1,F,78.5,213.2,84.0,8.3,9.0,9.0,,37.5,11.65,,3.23,6.0,24.32221996835571,0.47770700636942676
648,202384,Dwayne Collins,2010,2,60,Suns,Miami (FL),College/University,0,,,,,,,,,,,,,,,
649,202681,Kyrie Irving,2011,1,1,Cavaliers,Duke,College/University,1,G,73.75,191.0,76.0,10.2,8.25,9.25,,,,,,,24.686791151967824,
650,202682,Derrick Williams,2011,1,2,Timberwolves,Arizona,College/University,1,F,79.25,248.4,85.5,10.8,9.0,9.75,29.0,34.5,11.03,,3.23,19.0,27.80407009722457,0.4353312302839117
651,202683,Enes Freedom,2011,1,3,Jazz,Kentucky,College/University,1,F,81.75,259.2,85.5,5.9,9.5,10.75,26.0,32.5,11.3,,3.26,14.0,27.26558370507533,0.39755351681957185
652,202684,Tristan Thompson,2011,1,4,Cavaliers,Texas,College/University,1,F,79.5,227.4,85.25,6.2,8.75,9.25,30.0,35.0,10.92,,3.26,9.0,25.293651358727896,0.44025157232704404
653,202685,Jonas Valančiūnas,2011,1,5,Raptors,BC Lietuvos rytas (Lithuania),Other Team/Club,1,,,,,,,,,,,,,,,
654,202686,Jan Vesely,2011,1,6,Wizards,KK Partizan (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
655,202687,Bismack Biyombo,2011,1,7,Kings,Baloncesto Fuenlabrada (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
656,202688,Brandon Knight,2011,1,8,Pistons,Kentucky,College/University,1,G,73.5,176.8,78.75,4.2,8.25,9.5,29.0,37.5,10.74,,3.07,10.0,23.007154426396408,0.5102040816326531
657,202689,Kemba Walker,2011,1,9,Bobcats,Connecticut,College/University,1,G,71.5,184.0,75.5,5.9,8.0,9.0,32.0,39.5,10.87,,3.16,7.0,25.302361973690644,0.5524475524475524
658,202690,Jimmer Fredette,2011,1,10,Bucks,Brigham Young,College/University,1,,,,,,,,,,,,,,,
659,202691,Klay Thompson,2011,1,11,Warriors,Washington State,College/University,1,G,77.75,205.6,81.0,8.0,8.75,9.25,26.5,31.5,10.99,,3.24,5.0,23.90989340474147,0.40514469453376206
660,202692,Alec Burks,2011,1,12,Jazz,Colorado,College/University,1,G,77.0,192.6,82.0,5.1,9.0,8.25,29.0,36.0,10.96,,3.17,5.0,22.836532298869958,0.4675324675324675
661,202693,Markieff Morris,2011,1,13,Suns,Kansas,College/University,1,F,79.75,240.8,82.75,10.2,8.5,8.25,27.0,31.5,,,3.4,11.0,26.616467998545613,0.3949843260188088
662,202694,Marcus Morris Sr.,2011,1,14,Rockets,Kansas,College/University,1,F,79.0,229.6,82.0,8.0,8.25,8.5,29.0,33.0,,,3.15,11.0,25.86265021631149,0.4177215189873418
663,202695,Kawhi Leonard,2011,1,15,Pacers,San Diego State,College/University,1,F,78.0,227.4,87.0,5.4,9.75,11.25,25.5,32.0,11.45,,3.15,3.0,26.2758382642998,0.41025641025641024
664,202696,Nikola Vučević,2011,1,16,76ers,Southern California,College/University,1,F,82.25,259.8,88.5,6.1,9.25,10.25,23.5,25.0,12.02,,3.27,8.0,26.997444591236224,0.303951367781155
665,202697,Iman Shumpert,2011,1,17,Knicks,Georgia Tech,College/University,1,G,76.25,221.8,81.5,6.5,9.0,9.0,36.5,42.0,11.1,,3.18,18.0,26.81866595001344,0.5508196721311476
666,202698,Chris Singleton,2011,1,18,Wizards,Florida State,College/University,1,F,79.75,230.2,85.0,7.4,9.25,10.0,30.5,37.5,11.33,,3.09,15.0,25.444812845785712,0.4702194357366771
667,202699,Tobias Harris,2011,1,19,Bobcats,Tennessee,College/University,1,F,78.5,222.8,83.0,8.4,8.75,9.0,31.5,37.5,10.96,,3.17,12.0,25.417404357174732,0.47770700636942676
668,202700,Donatas Motiejunas,2011,1,20,Timberwolves,Universo Treviso Basket (Italy),Other Team/Club,1,,,,,,,,,,,,,,,
669,202701,Nolan Smith,2011,1,21,Trail Blazers,Duke,College/University,1,G,73.5,187.6,77.5,5.6,8.5,9.25,28.5,34.0,11.05,,3.17,9.0,24.412568837058632,0.46258503401360546
670,202702,Kenneth Faried,2011,1,22,Nuggets,Morehead State,College/University,1,F,78.0,224.6,84.0,6.3,8.5,10.25,30.5,35.0,11.35,,3.26,16.0,25.95230111768573,0.44871794871794873
671,202703,Nikola Mirotic,2011,1,23,Rockets,Real Madrid Baloncesto (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
672,202704,Reggie Jackson,2011,1,24,Thunder,Boston College,College/University,1,,,,,,,,,,,,,,,
673,202705,MarShon Brooks,2011,1,25,Celtics,Providence,College/University,1,G,76.25,194.6,85.0,5.2,9.0,10.5,34.0,38.5,10.74,,3.09,5.0,23.529812416017197,0.5049180327868853
674,202706,Jordan Hamilton,2011,1,26,Mavericks,Texas,College/University,1,F,78.75,228.4,81.5,9.8,9.0,9.25,25.0,32.0,11.47,,3.3,7.0,25.89108793146888,0.40634920634920635
675,202707,JaJuan Johnson,2011,1,27,Nets,Purdue,College/University,1,F,81.0,219.8,86.0,7.5,9.0,10.0,33.5,38.0,11.21,,3.14,15.0,23.55119646395367,0.4691358024691358
676,202708,Norris Cole,2011,1,28,Bulls,Cleveland State,College/University,1,G,72.25,174.4,74.25,4.7,8.5,9.5,29.5,38.5,10.07,,3.22,11.0,23.486921851989322,0.532871972318339
677,202709,Cory Joseph,2011,1,29,Spurs,Texas,College/University,1,G,74.0,186.2,77.5,9.7,8.5,10.5,27.5,35.0,10.75,,3.27,5.0,23.90405405405405,0.47297297297297297
678,202710,Jimmy Butler III,2011,1,30,Bulls,Marquette,College/University,1,F,78.0,222.2,79.5,5.4,9.0,9.0,32.0,39.0,11.12,,3.15,14.0,25.674983563445103,0.5
679,202711,Bojan Bogdanovic,2011,2,31,Heat,KK Partizan (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
680,202712,Justin Harper,2011,2,32,Cavaliers,Richmond,College/University,1,F,80.0,228.0,83.75,4.0,9.0,9.25,28.5,33.0,11.92,,3.3,19.0,25.044375,0.4125
681,202713,Kyle Singler,2011,2,33,Pistons,Duke,College/University,1,F,79.5,228.0,82.1,10.0,8.25,8.75,23.0,30.0,11.22,,3.21,10.0,25.360389225109767,0.37735849056603776
682,202714,Shelvin Mack,2011,2,34,Wizards,Butler,College/University,1,G,73.0,209.0,79.5,7.1,8.25,9.25,32.0,39.0,11.23,,3.18,17.0,27.571214111465565,0.5342465753424658
683,202715,Tyler Honeycutt,2011,2,35,Kings,California-Los Angeles,College/University,1,F,78.75,186.8,81.0,5.3,8.5,9.5,30.0,37.0,11.68,,3.07,,21.175373141849335,0.46984126984126984
684,202716,Jordan Williams,2011,2,36,Nets,Maryland,College/University,1,F,79.75,247.2,84.25,12.1,9.25,10.0,25.0,30.5,12.74,,3.45,10.0,27.32388243040064,0.3824451410658307
685,202717,Trey Thompkins,2011,2,37,Clippers,Georgia,College/University,1,F,80.5,239.0,85.0,15.5,9.25,9.75,27.5,30.5,11.72,,3.41,15.0,25.927549091470237,0.37888198757763975
686,202718,Chandler Parsons,2011,2,38,Rockets,Florida,College/University,1,F,80.75,221.2,81.5,7.0,8.25,10.0,25.5,31.5,11.05,,3.29,4.0,23.84818794390821,0.39009287925696595
687,202719,Jeremy Tyler,2011,2,39,Bobcats,Tokyo Apache (Japan),Other Team/Club,1,F,81.0,262.4,89.0,13.4,9.25,9.0,28.0,33.5,11.26,,3.29,10.0,28.11571406797744,0.41358024691358025
688,202720,Jon Leuer,2011,2,40,Bucks,Wisconsin,College/University,1,F,82.0,223.2,84.0,5.4,8.75,9.75,29.5,36.5,10.82,,3.36,14.0,23.33575252825699,0.4451219512195122
689,202721,Darius Morris,2011,2,41,Lakers,Michigan,College/University,1,G,75.25,190.0,79.5,5.3,8.75,10.0,24.5,32.0,11.0,,3.2,12.0,23.588260615224996,0.42524916943521596
690,202722,Davis Bertans,2011,2,42,Pacers,KK Olimpija (Slovenia),Other Team/Club,1,,,,,,,,,,,,,,,
691,202723,Malcolm Lee,2011,2,43,Bulls,California-Los Angeles,College/University,1,G,76.0,198.2,81.75,5.9,8.5,9.5,30.0,35.5,11.2,,3.09,17.0,24.12302631578947,0.46710526315789475
692,202724,Charles Jenkins,2011,2,44,Warriors,Hofstra,College/University,1,G,73.5,216.4,79.5,4.3,8.5,9.0,29.5,34.0,11.68,,3.18,16.0,28.160340598824565,0.46258503401360546
693,202725,Josh Harrellson,2011,2,45,Hornets,Kentucky,College/University,1,,,,,,,,,,,,,,,
694,202726,Andrew Goudelock,2011,2,46,Lakers,College of Charleston,College/University,1,G,73.25,197.6,76.25,9.9,8.25,9.25,32.5,37.0,10.33,,3.1,4.0,25.88969935584573,0.5051194539249146
695,202727,Travis Leslie,2011,2,47,Clippers,Georgia,College/University,1,G,75.0,205.0,82.5,8.1,8.75,9.25,33.0,40.5,11.0,,3.13,10.0,25.620444444444445,0.54
696,202728,Keith Benson,2011,2,48,Hawks,Oakland,College/University,1,F,82.0,217.0,87.75,6.1,9.5,11.0,31.5,36.0,11.88,,3.35,12.0,22.687537180249855,0.43902439024390244
697,202729,Josh Selby,2011,2,49,Grizzlies,Kansas,College/University,1,G,73.75,194.6,77.25,7.9,8.5,9.0,29.5,42.0,11.13,,3.2,5.0,25.152091927607007,0.5694915254237288
698,202730,Lavoy Allen,2011,2,50,76ers,Temple,College/University,1,,,,,,,,,,,,,,,
699,202739,Jon Diebler,2011,2,51,Trail Blazers,Ohio State,College/University,0,G,77.25,196.6,78.0,8.5,8.25,8.25,28.0,35.0,10.94,,3.37,2.0,23.16017637016789,0.45307443365695793
700,202731,Vernon Macklin,2011,2,52,Pistons,Florida,College/University,1,,,,,,,,,,,,,,,
701,202732,DeAndre Liggins,2011,2,53,Magic,Kentucky,College/University,1,G,77.0,202.2,83.0,5.0,8.75,10.0,27.0,31.0,,,3.33,6.0,23.974801821555065,0.4025974025974026
702,202733,MIlan Macvan,2011,2,54,Cavaliers,Maccabi Tel Aviv B.C. (Israel),Other Team/Club,0,,,,,,,,,,,,,,,
703,202734,E'Twaun Moore,2011,2,55,Celtics,Purdue,College/University,1,G,74.5,191.4,81.5,7.6,9.0,10.0,32.0,34.5,11.12,,3.31,,24.242907977118147,0.46308724832214765
704,202624,Chukwudiebere Maduabum,2011,2,56,Lakers,Bakersfield Jam (D-League),Other Team/Club,0,,,,,,,,,,,,,,,
705,202735,Tanguy Ngombo,2011,2,57,Mavericks,Al Rayyan Basketball Team (Qatar),Other Team/Club,0,,,,,,,,,,,,,,,
706,202736,Ater Majok,2011,2,58,Lakers,Gold Coast Blaze (Australia),Other Team/Club,0,,,,,,,,,,,,,,,
707,202737,Adam Hanga,2011,2,59,Spurs,Alba Fehervar (Hungary),Other Team/Club,0,,,,,,,,,,,,,,,
708,202738,Isaiah Thomas,2011,2,60,Kings,Washington,College/University,1,G,68.75,186.0,73.75,6.7,8.25,9.0,31.5,40.0,10.49,,3.14,13.0,27.664502479338843,0.5818181818181818
709,203076,Anthony Davis,2012,1,1,Hornets,Kentucky,College/University,1,F,81.25,221.8,89.5,7.9,9.0,8.5,,,,,,,23.619468875739646,
