Age,G,MP,Totals_FG,Totals_FGA,Totals_3P,Totals_3PA,Totals_FT,Totals_FTA,Totals_ORB,Totals_TRB,Totals_AST,Totals_STL,Totals_BLK,Totals_TOV,Totals_PF,Totals_PTS,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,OVERALL_PICK
19.0,34,939.0,163,378,30,102,142,217,36.0,182,68,27.0,22.0,105.0,108.0,498,0.431,0.294,0.654,27.6,14.6,5.4,2.0,3
21.0,33,1088.0,184,411,42,113,132,190,36.0,176,206,82.0,20.0,116.0,93.0,542,0.448,0.372,0.695,33.0,16.4,5.3,6.2,5
23.0,37,1309.0,301,601,147,322,176,200,46.0,212,75,42.0,18.0,113.0,76.0,925,0.501,0.457,0.88,35.4,25.0,5.7,2.0,6
18.0,36,1267.0,244,538,113,277,119,152,53.0,186,79,35.0,11.0,84.0,75.0,720,0.454,0.408,0.783,35.2,20.0,5.2,2.2,7
18.0,34,848.0,179,338,21,60,88,129,85.0,183,26,32.0,55.0,69.0,138.0,467,0.53,0.35,0.682,24.9,13.7,5.4,0.8,8
20.0,36,1093.0,228,353,0,0,164,238,102.0,327,70,21.0,56.0,74.0,83.0,620,0.646,0.36,0.689,30.4,17.2,9.1,1.9,9
19.0,36,1149.0,239,391,5,14,150,195,110.0,426,64,22.0,31.0,92.0,115.0,633,0.611,0.357,0.769,31.9,17.6,11.8,1.8,11
21.0,34,1040.0,187,433,53,147,113,146,81.0,206,77,43.0,25.0,91.0,86.0,540,0.432,0.361,0.774,30.6,15.9,6.1,2.3,12
22.0,31,1022.0,205,444,104,234,81,95,25.0,233,241,32.0,7.0,85.0,52.0,595,0.462,0.444,0.853,33.0,19.2,7.5,7.8,14
19.0,33,1107.0,194,435,30,104,143,191,71.0,321,59,28.0,49.0,78.0,84.0,561,0.446,0.288,0.749,33.5,17.0,9.7,1.8,18
19.0,34,1014.0,185,393,55,142,104,128,44.0,180,51,32.0,6.0,59.0,75.0,529,0.471,0.387,0.813,29.8,15.6,5.3,1.5,19
21.0,15,464.0,82,162,29,65,54,68,9.0,80,74,15.0,3.0,25.0,18.0,247,0.506,0.446,0.794,30.9,16.5,5.3,4.9,20
21.0,36,1341.0,238,497,34,128,117,178,51.0,279,161,51.0,30.0,73.0,88.0,627,0.479,0.266,0.657,37.3,17.4,7.8,4.5,21
20.0,37,1272.0,152,412,79,224,113,157,19.0,158,77,42.0,10.0,79.0,91.0,496,0.369,0.353,0.72,34.4,13.4,4.3,2.1,22
21.0,40,1121.0,267,435,0,0,144,184,115.0,416,58,43.0,59.0,71.0,106.0,678,0.614,0.36,0.783,28.0,17.0,10.4,1.5,25
21.0,34,1176.0,275,510,3,15,137,202,132.0,395,58,34.0,75.0,67.0,92.0,690,0.539,0.2,0.678,34.6,20.3,11.6,1.7,27
19.0,34,1139.0,202,486,34,118,110,166,48.0,203,151,62.0,10.0,110.0,90.0,548,0.416,0.288,0.663,33.5,16.1,6.0,4.4,29
20.0,33,866.0,184,312,0,3,90,168,74.0,227,38,8.0,54.0,65.0,108.0,458,0.59,0.0,0.536,26.2,13.9,6.9,1.2,30
19.0,35,650.0,119,199,0,0,23,38,72.0,191,26,9.0,64.0,30.0,80.0,261,0.598,0.36,0.605,18.6,7.5,5.5,0.7,31
19.0,27,202.0,33,58,0,0,15,27,17.0,68,1,7.0,23.0,17.0,38.0,81,0.569,0.36,0.556,7.5,3.0,2.5,0.0,33
20.0,35,1288.0,192,442,55,160,167,195,19.0,105,246,51.0,4.0,69.0,64.0,606,0.434,0.344,0.856,36.8,17.3,3.0,7.0,34
23.0,37,1263.0,230,503,75,192,140,156,19.0,150,115,35.0,9.0,52.0,76.0,675,0.457,0.391,0.897,34.1,18.2,4.1,3.1,36
19.0,31,762.0,137,221,0,1,33,56,91.0,263,51,24.0,62.0,65.0,92.0,307,0.62,0.0,0.589,24.6,9.9,8.5,1.6,37
20.0,33,1113.0,168,361,68,186,82,106,38.0,169,128,81.0,13.0,68.0,73.0,486,0.465,0.366,0.774,33.7,14.7,5.1,3.9,38
18.0,35,807.0,167,294,0,0,102,134,77.0,188,15,18.0,55.0,53.0,80.0,436,0.568,0.36,0.761,23.1,12.5,5.4,0.4,40
19.0,26,680.0,102,214,5,17,63,101,56.0,227,22,14.0,51.0,54.0,79.0,272,0.477,0.294,0.624,26.2,10.5,8.7,0.8,41
20.0,34,1098.0,194,512,81,222,149,196,18.0,122,173,40.0,49.0,119.0,78.0,618,0.379,0.365,0.76,32.3,18.2,3.6,5.1,42
21.0,35,1259.0,193,428,54,163,113,139,31.0,121,164,43.0,10.0,76.0,68.0,553,0.451,0.331,0.813,36.0,15.8,3.5,4.7,45
21.0,36,1112.0,140,280,57,144,79,95,38.0,189,41,40.0,36.0,61.0,69.0,416,0.5,0.396,0.832,30.9,11.6,5.3,1.1,47
19.0,19,111.0,11,20,4,10,7,7,5.0,16,3,3.0,1.0,8.0,19.0,33,0.55,0.4,1.0,5.8,1.7,0.8,0.2,49
23.0,37,1403.0,225,488,91,233,106,160,40.0,151,159,70.0,13.0,105.0,98.0,647,0.461,0.391,0.663,37.9,17.5,4.1,4.3,49
22.0,35,1162.0,283,518,56,143,96,119,46.0,218,117,31.0,22.0,92.0,111.0,718,0.546,0.392,0.807,33.2,20.5,6.2,3.3,50
20.0,35,1198.0,246,533,52,158,194,248,94.0,268,40,30.0,36.0,67.0,97.0,738,0.462,0.329,0.782,34.2,21.1,7.7,1.1,51
22.0,33,1041.0,193,337,20,55,159,228,109.0,415,35,23.0,40.0,78.0,73.0,565,0.573,0.364,0.697,31.5,17.1,12.6,1.1,52
20.0,35,1286.0,269,612,76,214,239,282,26.0,149,324,69.0,7.0,120.0,104.0,853,0.44,0.355,0.848,36.7,24.4,4.3,9.3,54
22.0,34,1075.0,141,354,74,208,72,93,15.0,86,128,39.0,15.0,42.0,51.0,428,0.398,0.356,0.774,31.6,12.6,2.5,3.8,55
20.0,36,1147.0,159,411,47,142,86,100,33.0,321,170,38.0,15.0,85.0,66.0,451,0.387,0.331,0.86,31.9,12.5,8.9,4.7,56
19.0,19,483.0,89,264,26,94,44,57,28.0,107,17,25.0,10.0,61.0,54.0,248,0.337,0.277,0.772,25.4,13.1,5.6,0.9,58
22.0,35,1088.0,161,337,52,140,78,106,26.0,174,54,37.0,23.0,79.0,98.0,452,0.478,0.371,0.736,31.1,12.9,5.0,1.5,58
21.0,37,1232.0,169,416,65,158,65,97,23.0,165,168,51.0,10.0,88.0,63.0,468,0.406,0.411,0.67,33.3,12.6,4.5,4.5,59
21.0,28,901.0,151,343,25,84,100,154,27.0,148,123,27.0,12.0,74.0,63.0,427,0.44,0.298,0.649,32.2,15.3,5.3,4.4,60
18.0,25,892.0,209,439,52,126,109,168,33.0,143,148,40.0,30.0,80.0,63.0,579,0.476,0.413,0.649,35.7,23.2,5.7,5.9,1
19.0,36,1263.0,189,343,80,194,66,98,33.0,216,274,66.0,28.0,89.0,65.0,524,0.551,0.412,0.673,35.1,14.6,6.0,7.6,2
18.0,29,966.0,165,365,40,117,118,139,39.0,213,62,39.0,33.0,76.0,86.0,488,0.452,0.342,0.849,33.3,16.8,7.3,2.1,3
19.0,35,1077.0,220,429,34,90,98,173,81.0,258,104,59.0,37.0,97.0,104.0,572,0.513,0.378,0.566,30.8,16.3,7.4,3.0,4
19.0,36,1064.0,214,447,17,69,156,212,21.0,143,165,53.0,7.0,87.0,90.0,601,0.479,0.246,0.736,29.6,16.7,4.0,4.6,5
19.0,32,839.0,130,256,31,89,92,118,56.0,251,37,37.0,49.0,48.0,70.0,383,0.508,0.348,0.78,26.2,12.0,7.8,1.2,6
19.0,37,1140.0,185,376,69,163,137,164,88.0,266,32,15.0,19.0,40.0,73.0,576,0.492,0.423,0.835,30.8,15.6,7.2,0.9,7
19.0,32,1114.0,191,420,55,153,143,200,26.0,146,197,62.0,14.0,108.0,67.0,580,0.455,0.359,0.715,34.8,18.1,4.6,6.2,9
19.0,39,673.0,135,207,10,21,110,148,66.0,230,16,18.0,69.0,60.0,105.0,390,0.652,0.476,0.743,17.3,10.0,5.9,0.4,10
18.0,38,1218.0,251,558,104,262,148,180,12.0,95,87,36.0,19.0,75.0,72.0,754,0.45,0.397,0.822,32.1,19.8,2.5,2.3,11
20.0,37,1314.0,237,485,88,201,160,187,43.0,188,91,31.0,13.0,59.0,83.0,722,0.489,0.438,0.856,35.5,19.5,5.1,2.5,12
20.0,34,1098.0,181,444,80,226,87,108,37.0,165,93,70.0,17.0,56.0,88.0,529,0.408,0.354,0.806,32.3,15.6,4.9,2.7,13
19.0,38,1145.0,170,284,0,0,154,236,118.0,304,32,26.0,57.0,64.0,99.0,494,0.599,0.36,0.653,30.1,13.0,8.0,0.8,14
21.0,40,1281.0,264,596,105,284,98,131,58.0,186,113,31.0,9.0,69.0,55.0,731,0.443,0.37,0.748,32.0,18.3,4.7,2.8,15
19.0,35,885.0,200,296,8,15,45,87,59.0,218,41,30.0,50.0,60.0,96.0,453,0.676,0.533,0.517,25.3,12.9,6.2,1.2,16
20.0,38,1155.0,164,305,41,110,50,60,57.0,203,50,20.0,57.0,42.0,72.0,419,0.538,0.373,0.833,30.4,11.0,5.3,1.3,17
19.0,35,1048.0,235,381,27,58,72,106,78.0,287,85,22.0,39.0,52.0,89.0,569,0.617,0.466,0.679,29.9,16.3,8.2,2.4,18
19.0,33,878.0,234,376,0,1,164,220,124.0,324,17,21.0,52.0,60.0,98.0,632,0.622,0.0,0.745,26.6,19.2,9.8,0.5,19
18.0,33,1061.0,179,316,0,7,84,149,100.0,278,27,19.0,51.0,84.0,68.0,442,0.566,0.0,0.564,32.2,13.4,8.4,0.8,22
19.0,16,402.0,68,122,14,45,27,48,28.0,87,23,21.0,21.0,26.0,33.0,177,0.557,0.311,0.563,25.1,11.1,5.4,1.4,23
20.0,34,1227.0,151,319,49,124,97,116,79.0,294,70,35.0,49.0,59.0,84.0,448,0.473,0.395,0.836,36.1,13.2,8.6,2.1,24
19.0,35,1139.0,222,421,38,85,164,210,96.0,436,107,15.0,28.0,118.0,97.0,646,0.527,0.447,0.781,32.5,18.5,12.5,3.1,26
21.0,29,894.0,182,361,27,84,85,127,81.0,271,71,18.0,14.0,62.0,46.0,476,0.504,0.321,0.669,30.8,16.4,9.3,2.4,27
19.0,38,553.0,102,178,0,0,65,105,98.0,195,23,10.0,22.0,25.0,69.0,269,0.573,0.36,0.619,14.6,7.1,5.1,0.6,28
22.0,34,1116.0,205,404,57,144,148,182,35.0,139,148,42.0,49.0,81.0,72.0,615,0.507,0.396,0.813,32.8,18.1,4.1,4.4,29
21.0,36,1193.0,236,463,74,183,127,170,51.0,230,106,56.0,10.0,71.0,81.0,673,0.51,0.404,0.747,33.1,18.7,6.4,2.9,30
18.0,36,895.0,133,281,51,129,77,102,23.0,90,61,20.0,2.0,49.0,85.0,394,0.473,0.395,0.755,24.9,10.9,2.5,1.7,31
21.0,33,1165.0,161,372,79,199,90,108,28.0,158,79,43.0,16.0,67.0,52.0,491,0.433,0.397,0.833,35.3,14.9,4.8,2.4,32
22.0,35,1098.0,151,314,32,85,122,159,36.0,221,121,35.0,12.0,81.0,63.0,456,0.481,0.376,0.767,31.4,13.0,6.3,3.5,33
22.0,36,1301.0,241,492,82,174,189,238,22.0,150,187,47.0,2.0,86.0,73.0,753,0.49,0.471,0.794,36.1,20.9,4.2,5.2,34
19.0,31,1012.0,151,312,8,20,124,187,94.0,324,48,21.0,31.0,67.0,96.0,434,0.484,0.4,0.663,32.6,14.0,10.5,1.5,35
20.0,31,672.0,51,123,9,36,33,45,36.0,150,33,21.0,27.0,26.0,64.0,144,0.415,0.25,0.733,21.7,4.6,4.8,1.1,36
20.0,6,63.0,5,18,4,16,4,7,3.0,14,1,3.0,0.0,0.0,11.0,18,0.278,0.25,0.571,10.5,3.0,2.3,0.2,37
22.0,35,1195.0,210,431,73,172,172,219,80.0,240,53,15.0,14.0,50.0,62.0,665,0.487,0.424,0.785,34.1,19.0,6.9,1.5,37
22.0,39,1124.0,171,269,3,14,82,117,112.0,342,70,49.0,88.0,75.0,68.0,427,0.636,0.214,0.701,28.8,10.9,8.8,1.8,38
20.0,32,936.0,211,482,36,95,155,191,24.0,110,204,57.0,4.0,90.0,74.0,613,0.438,0.379,0.812,29.3,19.2,3.4,6.4,39
21.0,35,1008.0,221,489,57,171,104,138,35.0,147,61,35.0,4.0,71.0,55.0,603,0.452,0.333,0.754,28.8,17.2,4.2,1.7,40
20.0,39,1169.0,189,405,88,208,105,139,33.0,135,67,30.0,4.0,59.0,57.0,571,0.467,0.423,0.755,30.0,14.6,3.5,1.7,41
19.0,34,954.0,148,285,23,60,108,148,76.0,226,50,26.0,52.0,78.0,104.0,427,0.519,0.383,0.73,28.1,12.6,6.6,1.5,42
19.0,33,786.0,116,265,26,83,53,66,23.0,106,40,16.0,5.0,38.0,58.0,311,0.438,0.313,0.803,23.8,9.4,3.2,1.2,44
22.0,32,1098.0,202,430,108,244,44,53,49.0,222,36,29.0,5.0,33.0,53.0,556,0.47,0.443,0.83,34.3,17.4,6.9,1.1,44
21.0,35,886.0,206,422,57,142,95,126,35.0,113,95,38.0,16.0,72.0,97.0,564,0.488,0.401,0.754,25.3,16.1,3.2,2.7,45
21.0,35,1143.0,161,351,61,136,87,110,55.0,227,105,50.0,19.0,69.0,91.0,470,0.459,0.449,0.791,32.7,13.4,6.5,3.0,46
18.0,29,377.0,57,101,0,0,23,43,41.0,117,6,5.0,35.0,24.0,72.0,137,0.564,0.36,0.535,13.0,4.7,4.0,0.2,47
22.0,31,1051.0,195,439,58,148,215,259,77.0,221,86,66.0,30.0,76.0,71.0,663,0.444,0.392,0.83,33.9,21.4,7.1,2.8,48
21.0,21,696.0,101,211,12,44,100,136,11.0,91,105,27.0,16.0,58.0,51.0,314,0.479,0.273,0.735,33.1,15.0,4.3,5.0,52
24.0,34,1020.0,107,236,32,75,86,116,12.0,137,101,53.0,21.0,65.0,83.0,332,0.453,0.427,0.741,30.0,9.8,4.0,3.0,53
21.0,29,1019.0,218,468,58,160,172,194,74.0,293,64,23.0,11.0,71.0,64.0,666,0.466,0.363,0.887,35.1,23.0,10.1,2.2,54
20.0,30,1104.0,186,421,22,86,74,97,20.0,141,177,33.0,5.0,85.0,56.0,468,0.442,0.256,0.763,36.8,15.6,4.7,5.9,55
22.0,38,1248.0,220,453,43,117,157,181,22.0,227,179,64.0,3.0,81.0,60.0,640,0.486,0.368,0.867,32.8,16.8,6.0,4.7,55
22.0,27,863.0,140,318,65,178,42,55,26.0,127,28,18.0,6.0,50.0,52.0,387,0.44,0.365,0.764,32.0,14.3,4.7,1.0,56
23.0,33,1133.0,220,441,24,94,120,168,59.0,207,51,27.0,30.0,56.0,53.0,584,0.499,0.255,0.714,34.3,17.7,6.3,1.5,59
19.0,35,1172.0,276,451,12,35,140,191,118.0,405,57,20.0,66.0,69.0,81.0,704,0.612,0.343,0.733,33.5,20.1,11.6,1.6,1
18.0,33,1118.0,270,440,23,58,131,209,132.0,366,50,27.0,29.0,75.0,60.0,694,0.614,0.397,0.627,33.9,21.0,11.1,1.5,2
18.0,35,764.0,119,232,38,96,106,133,52.0,203,39,21.0,106.0,62.0,112.0,382,0.513,0.396,0.797,21.8,10.9,5.8,1.1,4
19.0,32,1133.0,261,618,118,328,236,274,14.0,125,279,54.0,8.0,167.0,57.0,876,0.422,0.36,0.861,35.4,27.4,3.9,8.7,5
19.0,30,906.0,146,270,14,51,81,119,96.0,316,15,23.0,111.0,46.0,76.0,387,0.541,0.275,0.681,30.2,12.9,10.5,0.5,6
18.0,37,997.0,179,319,19,46,124,168,109.0,335,74,30.0,76.0,75.0,105.0,501,0.561,0.413,0.738,26.9,13.5,9.1,2.0,7
19.0,33,987.0,196,438,44,131,196,252,34.0,124,119,28.0,3.0,92.0,81.0,632,0.447,0.336,0.778,29.9,19.2,3.8,3.6,8
21.0,40,1285.0,244,475,104,239,114,134,54.0,212,77,61.0,43.0,54.0,86.0,706,0.514,0.435,0.851,32.1,17.7,5.3,1.9,10
19.0,37,1248.0,183,377,23,57,143,175,33.0,153,189,61.0,18.0,100.0,62.0,532,0.485,0.404,0.817,33.7,14.4,4.1,5.1,11
19.0,34,1067.0,209,457,71,195,93,109,43.0,237,92,21.0,26.0,67.0,53.0,582,0.457,0.364,0.853,31.4,17.1,7.0,2.7,12
20.0,35,1260.0,249,513,81,198,146,176,17.0,126,116,30.0,5.0,96.0,88.0,725,0.485,0.409,0.83,36.0,20.7,3.6,3.3,13
19.0,3,53.0,10,30,3,10,7,9,4.0,20,1,3.0,1.0,3.0,6.0,30,0.333,0.3,0.778,17.7,10.0,6.7,0.3,14
18.0,35,1093.0,143,322,32,110,78,105,53.0,217,111,55.0,7.0,86.0,78.0,396,0.444,0.291,0.743,31.2,11.3,6.2,3.2,15
18.0,37,1051.0,154,277,18,40,91,127,83.0,185,66,42.0,42.0,41.0,67.0,417,0.556,0.45,0.717,28.4,11.3,5.0,1.8,16
21.0,40,1170.0,188,391,85,212,76,107,46.0,190,139,42.0,8.0,79.0,83.0,537,0.481,0.401,0.71,29.3,13.4,4.8,3.5,17
19.0,32,888.0,132,318,56,162,48,65,13.0,83,61,30.0,15.0,37.0,51.0,368,0.415,0.346,0.738,27.8,11.5,2.6,1.9,18
19.0,32,1101.0,162,322,73,175,75,99,31.0,161,108,20.0,21.0,80.0,76.0,472,0.503,0.417,0.758,34.4,14.8,5.0,3.4,19
19.0,24,873.0,133,320,38,100,133,162,54.0,150,59,42.0,23.0,61.0,70.0,437,0.416,0.38,0.821,36.4,18.2,6.3,2.5,20
22.0,37,1319.0,181,433,102,276,108,127,20.0,123,172,64.0,2.0,79.0,79.0,572,0.418,0.37,0.85,35.6,15.5,3.3,4.6,21
21.0,31,961.0,205,432,46,128,163,224,27.0,238,107,46.0,8.0,104.0,74.0,619,0.475,0.359,0.728,31.0,20.0,7.7,3.5,22
21.0,33,1244.0,212,460,88,205,159,192,17.0,121,192,42.0,8.0,125.0,87.0,671,0.461,0.429,0.828,37.7,20.3,3.7,5.8,23
20.0,39,1078.0,216,409,63,160,75,108,57.0,278,33,38.0,20.0,56.0,120.0,570,0.528,0.394,0.694,27.6,14.6,7.1,0.8,25
20.0,32,1015.0,154,315,84,190,85,103,14.0,103,166,23.0,6.0,67.0,61.0,477,0.489,0.442,0.825,31.7,14.9,3.2,5.2,26
20.0,36,1107.0,161,377,60,162,86,114,50.0,170,113,47.0,35.0,63.0,72.0,468,0.427,0.37,0.754,30.8,13.0,4.7,3.1,28
20.0,40,1125.0,160,336,65,150,49,70,90.0,321,30,26.0,59.0,40.0,92.0,434,0.476,0.433,0.7,28.1,10.9,8.0,0.8,30
22.0,37,1313.0,215,509,77,196,133,155,29.0,172,246,112.0,13.0,98.0,111.0,640,0.422,0.393,0.858,35.5,17.3,4.6,6.6,32
21.0,40,1272.0,270,518,86,211,130,162,12.0,122,184,37.0,1.0,71.0,78.0,756,0.521,0.408,0.802,31.8,18.9,3.1,4.6,33
22.0,39,1474.0,199,498,110,271,167,202,24.0,157,282,62.0,2.0,109.0,56.0,675,0.4,0.406,0.827,37.8,17.3,4.0,7.2,34
19.0,37,1253.0,177,427,97,241,85,97,31.0,157,52,43.0,5.0,38.0,62.0,536,0.415,0.402,0.876,33.9,14.5,4.2,1.4,37
21.0,33,1046.0,184,342,62,151,67,85,35.0,144,92,56.0,8.0,59.0,62.0,497,0.538,0.411,0.788,31.7,15.1,4.4,2.8,38
18.0,14,238.0,29,68,0,1,24,38,46.0,110,14,6.0,11.0,15.0,37.0,82,0.426,0.0,0.632,17.0,5.9,7.9,1.0,41
21.0,19,640.0,78,188,16,60,44,70,25.0,135,76,25.0,15.0,43.0,43.0,216,0.415,0.267,0.629,33.7,11.4,7.1,4.0,42
20.0,11,321.0,37,101,10,40,24,29,27.0,89,21,9.0,9.0,32.0,15.0,108,0.366,0.25,0.828,29.2,9.8,8.1,1.9,43
19.0,37,918.0,134,313,26,77,77,125,33.0,135,46,28.0,13.0,51.0,96.0,371,0.428,0.338,0.616,24.8,10.0,3.6,1.2,45
18.0,36,972.0,101,231,21,74,77,109,50.0,170,125,69.0,37.0,64.0,81.0,300,0.437,0.284,0.706,27.0,8.3,4.7,3.5,46
20.0,39,1346.0,205,472,115,259,45,56,44.0,153,107,46.0,12.0,65.0,97.0,570,0.434,0.444,0.804,34.5,14.6,3.9,2.7,47
22.0,34,1125.0,247,515,66,184,112,141,52.0,296,56,31.0,56.0,62.0,57.0,672,0.48,0.359,0.794,33.1,19.8,8.7,1.6,48
20.0,34,1053.0,205,392,12,40,111,152,64.0,253,53,27.0,59.0,68.0,87.0,533,0.523,0.3,0.73,31.0,15.7,7.4,1.6,49
20.0,37,1308.0,245,600,88,203,147,184,33.0,183,186,30.0,11.0,85.0,68.0,725,0.408,0.433,0.799,35.4,19.6,4.9,5.0,51
20.0,29,438.0,58,101,2,15,33,64,24.0,83,13,7.0,31.0,39.0,66.0,151,0.574,0.133,0.516,15.1,5.2,2.9,0.4,60
18.0,33,990.0,296,435,24,71,130,203,116.0,293,68,70.0,59.0,78.0,68.0,746,0.68,0.338,0.64,30.0,22.6,8.9,2.1,1
19.0,33,1207.0,265,531,57,157,221,272,40.0,188,331,58.0,27.0,170.0,48.0,808,0.499,0.363,0.813,36.6,24.5,5.7,10.0,2
18.0,38,1341.0,319,702,73,237,149,224,59.0,288,164,34.0,16.0,123.0,70.0,860,0.454,0.308,0.665,35.3,22.6,7.6,4.3,3
21.0,38,1234.0,205,394,46,105,123,157,52.0,193,75,22.0,22.0,52.0,76.0,579,0.52,0.438,0.783,32.5,15.2,5.1,2.0,4
19.0,5,139.0,29,54,11,23,12,16,2.0,19,13,4.0,2.0,15.0,7.0,81,0.537,0.478,0.75,27.8,16.2,3.8,2.6,5
19.0,38,1234.0,254,551,49,161,147,208,54.0,243,142,57.0,21.0,103.0,73.0,704,0.461,0.304,0.707,32.5,18.5,6.4,3.7,6
18.0,35,999.0,188,444,82,232,104,130,12.0,124,143,38.0,11.0,93.0,68.0,562,0.423,0.353,0.8,28.5,16.1,3.5,4.1,7
18.0,32,747.0,123,169,0,0,74,100,56.0,160,9,19.0,71.0,29.0,107.0,320,0.728,0.36,0.74,23.3,10.0,5.0,0.3,8
20.0,37,1117.0,275,465,15,36,164,222,52.0,240,56,35.0,27.0,68.0,74.0,729,0.591,0.417,0.739,30.2,19.7,6.5,1.5,9
19.0,36,1069.0,154,432,89,267,88,114,20.0,133,70,56.0,21.0,96.0,86.0,485,0.356,0.333,0.772,29.7,13.5,3.7,1.9,10
20.0,33,1099.0,127,284,78,188,60,74,23.0,149,77,31.0,11.0,38.0,86.0,392,0.447,0.415,0.811,33.3,11.9,4.5,2.3,11
22.0,36,1076.0,211,417,96,210,90,110,66.0,208,86,43.0,10.0,54.0,53.0,608,0.506,0.457,0.818,29.9,16.9,5.8,2.4,11
20.0,35,1024.0,190,364,33,78,118,178,81.0,264,63,29.0,43.0,69.0,86.0,531,0.522,0.423,0.663,29.3,15.2,7.5,1.8,12
19.0,37,1207.0,186,403,60,169,87,93,15.0,166,91,40.0,12.0,60.0,47.0,519,0.462,0.355,0.935,32.6,14.0,4.5,2.5,13
19.0,32,1090.0,177,395,34,125,140,194,45.0,172,75,25.0,26.0,68.0,60.0,528,0.448,0.272,0.722,34.1,16.5,5.4,2.3,14
20.0,38,1105.0,168,339,55,142,65,90,106.0,260,73,69.0,46.0,66.0,71.0,456,0.496,0.387,0.722,29.1,12.0,6.8,1.9,16
20.0,34,1167.0,190,401,58,155,112,144,16.0,139,135,64.0,18.0,97.0,78.0,550,0.474,0.374,0.778,34.3,16.2,4.1,4.0,17
21.0,36,1118.0,112,270,46,151,57,67,27.0,111,77,126.0,82.0,66.0,100.0,327,0.415,0.305,0.851,31.1,9.1,3.1,2.1,20
20.0,30,957.0,219,370,1,3,79,138,89.0,261,69,35.0,77.0,53.0,78.0,518,0.592,0.333,0.572,31.9,17.3,8.7,2.3,21
22.0,37,1040.0,257,374,4,15,109,157,114.0,317,70,43.0,117.0,57.0,79.0,627,0.687,0.267,0.694,28.1,16.9,8.6,1.9,21
20.0,37,1181.0,234,415,15,46,213,260,82.0,278,117,42.0,55.0,83.0,110.0,696,0.564,0.326,0.819,31.9,18.8,7.5,3.2,22
21.0,37,1256.0,178,409,79,198,67,91,17.0,157,202,57.0,1.0,61.0,64.0,502,0.435,0.399,0.736,33.9,13.6,4.2,5.5,24
18.0,36,656.0,131,274,14,52,77,100,57.0,166,24,19.0,19.0,48.0,59.0,353,0.478,0.269,0.77,18.2,9.8,4.6,0.7,25
22.0,33,1097.0,243,450,100,233,116,137,64.0,357,84,47.0,19.0,69.0,69.0,702,0.54,0.429,0.847,33.2,21.3,10.8,2.5,26
21.0,37,798.0,164,327,24,65,137,180,79.0,220,11,21.0,56.0,48.0,96.0,489,0.502,0.369,0.761,21.6,13.2,5.9,0.3,27
19.0,37,1224.0,161,369,75,203,75,90,8.0,110,80,40.0,8.0,57.0,74.0,472,0.436,0.369,0.833,33.1,12.8,3.0,2.2,28
19.0,37,1137.0,172,373,45,118,109,155,49.0,217,60,28.0,6.0,60.0,83.0,498,0.461,0.381,0.703,30.7,13.5,5.9,1.6,29
18.0,21,464.0,74,157,28,68,24,46,20.0,84,30,17.0,11.0,39.0,44.0,200,0.471,0.412,0.522,22.1,9.5,4.0,1.4,30
19.0,32,1011.0,137,298,18,64,123,192,72.0,274,58,34.0,81.0,67.0,90.0,415,0.46,0.281,0.641,31.6,13.0,8.6,1.8,31
19.0,29,949.0,170,367,32,87,116,173,34.0,165,58,29.0,15.0,83.0,73.0,488,0.463,0.368,0.671,32.7,16.8,5.7,2.0,32
20.0,36,1275.0,277,703,135,380,185,221,14.0,130,104,48.0,10.0,113.0,73.0,874,0.394,0.355,0.837,35.4,24.3,3.6,2.9,33
20.0,34,1021.0,173,285,3,10,113,145,100.0,362,68,22.0,64.0,95.0,92.0,462,0.607,0.3,0.779,30.0,13.6,10.6,2.0,34
20.0,33,855.0,78,167,3,7,40,67,57.0,144,75,40.0,14.0,46.0,69.0,199,0.467,0.429,0.597,25.9,6.0,4.4,2.3,36
23.0,34,1171.0,151,299,34,95,74,97,32.0,152,167,46.0,23.0,64.0,86.0,410,0.505,0.358,0.763,34.4,12.1,4.5,4.9,36
20.0,32,919.0,214,324,0,0,114,193,91.0,277,23,30.0,65.0,76.0,88.0,542,0.66,0.36,0.591,28.7,16.9,8.7,0.7,38
22.0,32,1221.0,228,557,50,169,200,270,32.0,273,141,48.0,18.0,133.0,68.0,706,0.409,0.296,0.741,38.2,22.1,8.5,4.4,40
18.0,27,842.0,150,358,45,143,85,107,45.0,148,27,21.0,12.0,76.0,53.0,430,0.419,0.315,0.794,31.2,15.9,5.5,1.0,41
22.0,36,1301.0,195,436,70,201,135,181,46.0,221,77,26.0,17.0,82.0,77.0,595,0.447,0.348,0.746,36.1,16.5,6.1,2.1,41
21.0,37,1175.0,238,502,74,177,60,86,43.0,227,75,33.0,17.0,70.0,94.0,610,0.474,0.418,0.698,31.8,16.5,6.1,2.0,42
19.0,36,1240.0,218,434,51,116,95,122,35.0,190,112,46.0,9.0,106.0,81.0,582,0.502,0.44,0.779,34.4,16.2,5.3,3.1,43
19.0,9,268.0,74,132,13,25,28,37,19.0,86,9,7.0,24.0,18.0,15.0,189,0.561,0.52,0.757,29.8,21.0,9.6,1.0,44
20.0,35,1093.0,148,326,28,84,90,133,66.0,242,68,44.0,66.0,70.0,112.0,414,0.454,0.333,0.677,31.2,11.8,6.9,1.9,45
