"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2013-14,29,MIL,NBA,C,53.0,43.0,1325.0,0.427,6.4,0.997,0.504,0.198,0.181,0.115,0.003,0.428,0.506,0.29,0.397,0.375,0.0,0.624,0.009,3.0,0.0,0.0,0.0,
2014-15,30,MIL,NBA,C,73.0,45.0,1730.0,0.454,7.5,0.994,0.427,0.132,0.287,0.147,0.006,0.456,0.558,0.257,0.493,0.269,0.0,0.742,0.023,12.0,0.0,0.0,0.0,
2015-16,31,DAL,NBA,C,76.0,69.0,2004.0,0.466,5.9,0.994,0.523,0.2,0.147,0.123,0.006,0.469,0.589,0.383,0.29,0.31,0.0,0.68,0.03,13.0,0.0,3.0,0.0,
2016-17,32,GSW,NBA,C,70.0,70.0,1268.0,0.534,4.8,0.993,0.664,0.15,0.085,0.094,0.007,0.538,0.618,0.391,0.308,0.414,0.0,0.805,0.033,10.0,0.0,1.0,0.0,
2017-18,33,GSW,NBA,C,69.0,57.0,972.0,0.564,4.6,0.996,0.614,0.193,0.102,0.083,0.004,0.567,0.654,0.431,0.519,0.318,0.0,0.819,0.049,13.0,0.0,1.0,0.0,
2018-19,34,DET,NBA,C,68.0,3.0,878.0,0.44,7.1,0.979,0.523,0.212,0.098,0.145,0.021,0.45,0.564,0.244,0.632,0.214,0.0,0.624,0.021,4.0,0.0,4.0,0.0,
16 Yrs,16 Yrs,16 Yrs,16 Yrs,,1098.0,516.0,22240.0,0.469,5.5,0.994,0.574,0.162,0.141,0.117,0.006,0.472,0.554,0.333,0.406,0.342,0.0,0.659,0.032,160.0,0.0,18.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,39.0,1661.0,0.469,5.5,0.994,0.574,0.162,0.141,0.117,0.006,0.472,0.554,0.333,0.406,0.342,0.0,0.659,0.032,12.0,0.0,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (8 Yrs),ATL (8 Yrs),ATL (8 Yrs),ATL (8 Yrs),,556.0,223.0,12002.0,0.471,5.6,0.995,0.594,0.151,0.125,0.125,0.005,0.473,0.55,0.325,0.393,0.367,0.0,0.614,0.037,93.0,0.0,8.0,0.0,
MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),,200.0,92.0,4452.0,0.446,5.9,0.996,0.512,0.162,0.213,0.11,0.004,0.447,0.513,0.322,0.45,0.319,0.0,0.689,0.019,23.0,0.0,1.0,0.0,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,139.0,127.0,2240.0,0.548,4.7,0.995,0.641,0.17,0.093,0.089,0.005,0.551,0.634,0.412,0.415,0.373,0.0,0.812,0.04,23.0,0.0,2.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,76.0,69.0,2004.0,0.466,5.9,0.994,0.523,0.2,0.147,0.123,0.006,0.469,0.589,0.383,0.29,0.31,0.0,0.68,0.03,13.0,0.0,3.0,0.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,68.0,3.0,878.0,0.44,7.1,0.979,0.523,0.212,0.098,0.145,0.021,0.45,0.564,0.244,0.632,0.214,0.0,0.624,0.021,4.0,0.0,4.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,59.0,2.0,664.0,0.389,3.8,1.0,0.657,0.16,0.091,0.091,0.0,0.389,0.487,0.214,0.188,0.188,,0.588,0.023,4.0,,0.0,0.0,
