"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2011-12,29,NYK,NBA,C,62,62,2061,.679,2.3,.994,.820,.152,.014,.008,.006,.683,.753,.389,.200,.000,.000,.809,.403,134,.500,.000,1,0,"DPOY-1,NBA3,DEF2"
2012-13,30,NYK,NBA,C,66,66,2164,.638,2.2,1.000,.870,.088,.025,.018,.000,.638,.672,.400,.400,.429,,.741,.373,140,,,0,0,"DPOY-13,AS,DEF1"
2013-14,31,NYK,NBA,C,55,55,1662,.593,3.7,.997,.748,.124,.040,.084,.003,.595,.689,.225,.308,.444,.000,.770,.351,106,.000,,0,0,
2014-15,32,DAL,NBA,C,75,75,2286,.666,2.5,1.000,.805,.086,.030,.080,.000,.666,.746,.237,.462,.400,,.727,.432,179,,,0,0,
2015-16,33,PHO,NBA,C,66,60,1618,.583,2.8,.997,.768,.124,.038,.067,.003,.585,.685,.333,.167,.143,.000,.667,.373,103,.000,,1,0,
2016-17,34,PHO,NBA,C,47,46,1298,.671,1.4,1.000,.895,.096,.004,.004,.000,.671,.711,.364,.000,.000,,.621,.368,74,,,0,0,
2017-18,35,PHO,NBA,C,46,46,1151,.647,1.0,1.000,.930,.053,.005,.011,.000,.647,.672,.200,1.000,.500,,.669,.412,65,,,0,0,
2018-19,36,2TM,NBA,C,55,6,875,.616,1.6,.990,.838,.141,.000,.010,.010,.622,.663,.429,,.000,.000,.672,.424,37,.000,,0,0,
2018-19,36,PHO,NBA,C,7,0,89,.667,1.1,1.000,1.000,.000,.000,.000,.000,.667,.667,,,,,.750,.583,6,,,0,0,
2018-19,36,LAL,NBA,C,48,6,786,.609,2.2,.989,.816,.161,.000,.011,.011,.616,.662,.429,,.000,.000,.660,.402,31,.000,,0,0,
2019-20,37,HOU,NBA,C,26,5,219,.778,1.4,1.000,1.000,.000,.000,.000,.000,.778,.778,,,,,.857,.611,11,,,0,0,
,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,
,,,,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
19 Yrs,19 Yrs,19 Yrs,19 Yrs,,1160,886,31617,.597,2.7,.998,.747,.157,.048,.046,.002,.598,.681,.359,.336,.337,.000,.661,.315,1735,.091,.000,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,63,2235,.597,2.7,.998,.747,.157,.048,.046,.002,.598,.681,.359,.336,.337,.000,.661,.315,123,.091,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (5 Yrs),CHI (5 Yrs),CHI (5 Yrs),CHI (5 Yrs),,340,167,8308,.511,4.1,.998,.637,.182,.104,.075,.002,.512,.610,.350,.333,.325,.000,.607,.192,294,.000,,1,0,
PHO (4 Yrs),PHO (4 Yrs),PHO (4 Yrs),PHO (4 Yrs),,166,152,4156,.628,1.6,.999,.852,.096,.019,.032,.001,.628,.689,.324,.214,.167,.000,.654,.385,248,.000,,1,0,
NOK (3 Yrs),NOK (3 Yrs),NOK (3 Yrs),NOK (3 Yrs),,197,197,6753,.611,2.1,.999,.737,.223,.032,.006,.001,.612,.698,.384,.318,.125,.000,.581,.319,407,.000,,1,0,
NYK (3 Yrs),NYK (3 Yrs),NYK (3 Yrs),NYK (3 Yrs),,183,183,5887,.638,2.8,.997,.817,.120,.026,.034,.003,.640,.703,.341,.321,.405,.000,.773,.376,380,.333,.000,1,0,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,149,149,4345,.660,3.1,1.000,.767,.119,.027,.086,.000,.660,.738,.356,.565,.411,,.735,.386,308,,,0,0,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,51,27,1163,.574,1.9,1.000,.816,.116,.032,.037,.000,.574,.645,.318,.000,.286,,.606,.347,56,,,0,0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,48,6,786,.609,2.2,.989,.816,.161,.000,.011,.011,.616,.662,.429,,.000,.000,.660,.402,31,.000,,0,0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,26,5,219,.778,1.4,1.000,1.000,.000,.000,.000,.000,.778,.778,,,,,.857,.611,11,,,0,0,
