"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2014-15,30,OKC,NBA,C,51,3,981,.441,4.3,.995,.387,.527,.075,.005,.005,.443,.597,.357,.286,.000,.000,.671,.097,16,.000,1,0,
2014-15,30,CLE,NBA,C,17,0,167,.488,3.9,1.000,.463,.439,.073,.024,.000,.488,.632,.333,.667,.000,,.700,.122,5,,0,0,
2015-16,31,NOP,NBA,C,37,5,542,.533,6.3,1.000,.347,.453,.067,.133,.000,.533,.654,.529,.200,.400,,.850,.027,2,,0,0,
2016-17,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned
2017-18,33,CLE,NBA,C,1,0,15,.500,3.5,1.000,.500,.500,.000,.000,.000,.500,.000,1.000,,,,.000,.000,0,,0,0,
14 Yrs,14 Yrs,14 Yrs,14 Yrs,,782,565,17162,.530,4.5,.996,.525,.354,.077,.039,.004,.532,.652,.425,.310,.331,.000,.622,.113,332,.000,7,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,59,1800,.530,4.5,.996,.525,.354,.077,.039,.004,.532,.652,.425,.310,.331,.000,.622,.113,35,.000,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (8 Yrs),BOS (8 Yrs),BOS (8 Yrs),BOS (8 Yrs),,454,335,10123,.563,4.0,.995,.574,.336,.065,.020,.005,.566,.674,.451,.269,.341,.000,.601,.122,237,.000,5,0,
OKC (5 Yrs),OKC (5 Yrs),OKC (5 Yrs),OKC (5 Yrs),,273,225,6315,.463,5.3,.997,.442,.379,.103,.073,.003,.465,.594,.371,.358,.320,.000,.655,.101,88,.000,2,0,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,18,0,182,.488,3.7,1.000,.465,.442,.070,.023,.000,.488,.600,.368,.667,.000,,.667,.116,5,,0,0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,37,5,542,.533,6.3,1.000,.347,.453,.067,.133,.000,.533,.654,.529,.200,.400,,.850,.027,2,,0,0,
