"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2021-22,29,PHO,NBA,C,36.0,3.0,506.0,0.593,4.3,1.0,0.517,0.393,0.083,0.007,0.0,0.593,0.747,0.474,0.25,0.0,,0.744,0.234,34.0,,,0.0,0.0,
2022-23,30,PHO,NBA,C,61.0,14.0,874.0,0.578,4.4,1.0,0.417,0.49,0.092,0.0,0.0,0.578,0.814,0.406,0.421,,,0.824,0.214,42.0,,,0.0,0.0,
2023-24,31,2TM,NBA,C,40.0,27.0,791.0,0.565,3.5,1.0,0.489,0.504,0.008,0.0,0.0,0.565,0.719,0.424,0.0,,,0.757,0.198,24.0,,,0.0,0.0,
2023-24,31,MEM,NBA,C,30.0,27.0,718.0,0.563,3.7,1.0,0.487,0.504,0.008,0.0,0.0,0.563,0.724,0.417,0.0,,,0.776,0.21,24.0,,,0.0,0.0,
2023-24,31,OKC,NBA,C,10.0,0.0,73.0,0.583,3.3,1.0,0.5,0.5,0.0,0.0,0.0,0.583,0.667,0.5,,,,0.571,0.083,0.0,,,0.0,0.0,
2024-25,32,SAS,NBA,C,28.0,26.0,528.0,0.588,4.4,1.0,0.465,0.447,0.088,0.0,0.0,0.588,0.698,0.569,0.1,,,0.791,0.123,11.0,,,0.0,0.0,
2025-26,33,SAS,NBA,C,6.0,0.0,46.0,0.5,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,,,,,1.0,0.5,1.0,,,0.0,0.0,
15 Yrs,15 Yrs,15 Yrs,15 Yrs,,873.0,377.0,16958.0,0.537,3.6,0.999,0.581,0.319,0.079,0.02,0.001,0.537,0.678,0.355,0.315,0.2,0.0,0.762,0.23,675.0,0.333,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,35.0,1593.0,0.537,3.6,0.999,0.581,0.319,0.079,0.02,0.001,0.537,0.678,0.355,0.315,0.2,0.0,0.762,0.23,63.0,0.333,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA (7 Yrs),CHA (7 Yrs),CHA (7 Yrs),CHA (7 Yrs),,457.0,233.0,9117.0,0.525,3.5,0.999,0.619,0.29,0.07,0.02,0.001,0.525,0.659,0.321,0.289,0.182,0.0,0.738,0.225,335.0,1.0,0.0,0.0,0.0,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,163.0,52.0,3288.0,0.524,4.1,0.999,0.557,0.314,0.1,0.03,0.001,0.525,0.696,0.313,0.319,0.19,0.0,0.809,0.239,150.0,0.0,,0.0,0.0,
PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),,97.0,17.0,1380.0,0.584,4.3,1.0,0.459,0.45,0.088,0.003,0.0,0.584,0.783,0.43,0.355,0.0,,0.79,0.222,76.0,,,0.0,0.0,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,34.0,26.0,574.0,0.586,3.0,1.0,0.474,0.44,0.086,0.0,0.0,0.586,0.691,0.569,0.1,,,0.794,0.129,12.0,,,0.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,82.0,22.0,1808.0,0.542,3.5,0.997,0.656,0.205,0.101,0.035,0.003,0.544,0.64,0.322,0.448,0.3,0.0,0.737,0.299,78.0,0.0,,0.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,30.0,27.0,718.0,0.563,3.7,1.0,0.487,0.504,0.008,0.0,0.0,0.563,0.724,0.417,0.0,,,0.776,0.21,24.0,,,0.0,0.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,10.0,0.0,73.0,0.583,3.3,1.0,0.5,0.5,0.0,0.0,0.0,0.583,0.667,0.5,,,,0.571,0.083,0.0,,,0.0,0.0,
