SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
2006,200760,Rodney,Carney,Rodney Carney,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',204,82.0,6' 10'',103.5,8' 7.5'',5.3,,,32.0,38.5,10.57,,3.06,10.0
2006,12127,Keydren,Clark,Keydren Clark,PG,69.0,5' 9'',70.25,5' 10.25'',184,74.5,6' 2.5'',92.5,7' 8.5'',11.6,,,31.0,34.0,11.03,,3.11,13.0
2006,200776,Mardy,Collins,Mardy Collins,PG-SG,76.25,6' 4.25'',77.5,6' 5.5'',224,82.0,6' 10'',103.0,8' 7'',10.0,,,31.5,37.5,12.0,,3.27,9.0
2006,12128,Taquan,Dean,Taquan Dean,SG-PG,74.0,6' 2'',75.0,6' 3'',183,78.75,6' 6.75'',98.0,8' 2'',3.9,,,30.5,34.5,10.53,,3.2,16.0
2006,12129,Terence,Dials,Terence Dials,PF-C,79.75,6' 7.75'',81.0,6' 9'',253,84.0,7' 0'',106.0,8' 10'',15.8,,,26.5,30.0,11.54,,3.5,16.0
2006,12130,Sean,Dockery,Sean Dockery,PG-SG,72.75,6' 0.75'',74.0,6' 2'',182,76.5,6' 4.5'',95.5,7' 11.5'',7.3,,,29.0,33.0,10.88,,3.34,4.0
2006,200770,Jordan,Farmar,Jordan Farmar,PG,72.75,6' 0.75'',74.0,6' 2'',171,75.0,6' 3'',94.5,7' 10.5'',4.4,,,33.5,42.0,11.07,,3.17,11.0
2006,200751,Randy,Foye,Randy Foye,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',212,78.25,6' 6.25'',97.0,8' 1'',10.0,,,32.0,38.0,10.53,,3.23,14.0
2006,12185,Torin,Francis,Torin Francis,PF-C,81.0,6' 9'',82.0,6' 10'',247,85.0,7' 1'',105.5,8' 9.5'',12.4,,,26.5,32.0,11.97,,3.51,9.0
2006,200752,Rudy,Gay,Rudy Gay,SF-PF,79.0,6' 7'',80.0,6' 8'',222,87.0,7' 3'',107.5,8' 11.5'',5.7,,,33.0,40.5,11.03,,3.32,9.0
2006,12186,Nick,George,Nick George,SF-SG,76.0,6' 4'',77.75,6' 5.75'',201,82.0,6' 10'',103.0,8' 7'',6.0,,,30.5,38.0,11.69,,3.25,14.0
2006,12187,Taj,Gray,Taj Gray,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',231,84.75,7' 0.75'',107.0,8' 11'',6.8,,,28.5,33.0,11.02,,3.45,10.0
2006,12188,Dan,Grunfeld,Dan Grunfeld,SF-SG,76.75,6' 4.75'',78.0,6' 6'',216,78.25,6' 6.25'',99.0,8' 3'',10.4,,,28.0,33.5,11.3,,3.46,16.0
2006,12189,Matt,Haryasz,Matt Haryasz,PF-C,81.75,6' 9.75'',83.0,6' 11'',219,84.25,7' 0.25'',107.5,8' 11.5'',9.8,,,27.5,31.5,11.34,,3.46,10.0
2006,12190,Eric,Hicks,Eric Hicks,PF,76.75,6' 4.75'',77.5,6' 5.5'',238,85.5,7' 1.5'',105.5,8' 9.5'',7.1,,,30.0,34.0,12.06,,3.34,20.0
2006,12191,Tedric,Hill,Tedric Hill,SF-PF,79.75,6' 7.75'',81.0,6' 9'',236,85.0,7' 1'',107.0,8' 11'',7.3,,,30.0,36.5,12.23,,3.24,1.0
2006,200812,Daniel,Horton,Daniel Horton,PG-SG,72.5,6' 0.5'',74.25,6' 2.25'',198,79.0,6' 7'',96.5,8' 0.5'',8.0,,,30.0,36.5,10.35,,3.16,17.0
2006,200780,Solomon,Jones,Solomon Jones,PF-C,80.5,6' 8.5'',81.75,6' 9.75'',224,88.75,7' 4.75'',109.0,9' 1'',7.4,,,32.0,39.0,11.27,,3.3,6.0
2006,200784,Bobby,Jones,Bobby Jones,SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',211,81.5,6' 9.5'',101.5,8' 5.5'',8.0,,,28.5,34.5,11.23,,3.28,15.0
2006,12192,Viktor,Keyru,Viktor Keyru,SG-PG,77.25,6' 5.25'',78.0,6' 6'',202,81.25,6' 9.25'',104.0,8' 8'',5.5,,,29.0,34.5,11.4,,3.24,11.0
2006,12193,Marco,Killingsworth,Marco Killingsworth,PF,77.5,6' 5.5'',78.75,6' 6.75'',266,87.0,7' 3'',104.0,8' 8'',19.0,,,28.0,32.0,11.42,,3.34,13.0
2006,200814,Tarence,Kinsey,Tarence Kinsey,SF-SG,76.75,6' 4.75'',77.5,6' 5.5'',179,78.75,6' 6.75'',100.5,8' 4.5'',4.1,,,29.0,35.5,10.67,,3.3,5.0
2006,12194,Carl,Krauser,Carl Krauser,PG,71.75,5' 11.75'',72.75,6' 0.75'',190,78.25,6' 6.25'',97.0,8' 1'',8.0,,,26.0,31.0,11.62,,3.38,8.0
2006,200840,Chris,McCray,Chris McCray,SG,75.0,6' 3'',76.0,6' 4'',187,77.75,6' 5.75'',96.5,8' 0.5'',9.6,,,30.5,39.0,11.46,,3.34,1.0
2006,201019,Gerry,McNamara,Gerry McNamara,PG-SG,71.75,5' 11.75'',72.5,6' 0.5'',177,72.75,6' 0.75'',92.5,7' 8.5'',12.8,,,27.0,32.0,11.28,,3.4,3.0
2006,200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF-C,79.5,6' 7.5'',81.0,6' 9'',232,84.0,7' 0'',105.5,8' 9.5'',5.8,,,31.5,36.0,11.47,,3.29,19.0
2006,200859,Paul,Miller,Paul Miller,PF-C,80.5,6' 8.5'',81.25,6' 9.25'',251,84.0,7' 0'',101.5,8' 5.5'',13.8,,,29.0,35.5,12.25,,3.66,25.0
2006,200794,Paul,Millsap,Paul Millsap,PF,78.25,6' 6.25'',79.25,6' 7.25'',258,85.5,7' 1.5'',105.5,8' 9.5'',9.7,,,28.5,32.5,11.67,,3.3,15.0
2006,201383,Dwayne,Mitchell,Dwayne Mitchell,SG-SF,74.0,6' 2'',75.25,6' 3.25'',208,78.5,6' 6.5'',98.5,8' 2.5'',4.5,,,37.5,41.5,11.45,,3.16,17.0
2006,200747,Adam,Morrison,Adam Morrison,SF,78.5,6' 6.5'',79.75,6' 7.75'',198,82.0,6' 10'',105.0,8' 9'',6.8,,,25.5,30.5,11.46,,3.37,11.0
2006,12195,Yemi,Nicholson,Yemi Nicholson,PF-C,79.75,6' 7.75'',81.5,6' 9.5'',258,88.25,7' 4.25'',107.0,8' 11'',17.2,,,26.5,26.0,12.57,,3.65,8.0
2006,200786,David,Noel,David Noel,SF-SG,76.5,6' 4.5'',78.0,6' 6'',223,81.5,6' 9.5'',100.0,8' 4'',6.1,,,34.5,38.5,10.54,,3.07,20.0
2006,200779,Steve,Novak,Steve Novak,SF,80.0,6' 8'',81.25,6' 9.25'',216,81.5,6' 9.5'',103.0,8' 7'',8.1,,,24.5,31.0,11.11,,3.37,5.0
2006,200753,Patrick,O'Bryant,Patrick O'Bryant,C,83.0,6' 11'',84.0,7' 0'',249,89.75,7' 5.75'',113.0,9' 5'',10.0,,,26.5,30.0,12.68,,3.63,13.0
2006,12196,Danilo,Pinnock,Danilo Pinnock,PG-SG,74.75,6' 2.75'',76.0,6' 4'',204,79.5,6' 7.5'',100.5,8' 4.5'',4.6,,,29.5,35.5,11.91,,3.08,7.0
2006,200809,Chris,Quinn,Chris Quinn,PG-SG,72.5,6' 0.5'',73.5,6' 1.5'',175,77.0,6' 5'',94.0,7' 10'',5.9,,,32.0,37.0,11.25,,3.25,7.0
2006,200810,Allan,Ray,Allan Ray,SG,73.0,6' 1'',74.25,6' 2.25'',204,80.5,6' 8.5'',99.5,8' 3.5'',9.8,,,28.5,35.5,11.01,,3.2,9.0
2006,200755,JJ,Redick,JJ Redick,SG,76.0,6' 4'',76.75,6' 4.75'',190,75.25,6' 3.25'',97.5,8' 1.5'',7.0,,,27.5,33.0,10.94,,3.29,6.0
2006,201015,Antywane,Robinson,Antywane Robinson,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',217,86.5,7' 2.5'',105.5,8' 9.5'',6.9,,,29.0,32.5,11.73,,3.4,12.0
2006,200750,Brandon,Roy,Brandon Roy,SG-SF,77.25,6' 5.25'',78.25,6' 6.25'',207,80.0,6' 8'',101.0,8' 5'',7.6,,,34.0,40.5,11.13,,3.27,6.0
2006,-1,Blake,Schilb,Blake Schilb,PG-SG,77.25,6' 5.25'',78.25,6' 6.25'',209,80.75,6' 8.75'',102.0,8' 6'',11.3,,,28.5,34.5,11.25,,3.43,13.0
2006,200754,Mouhamed,Sene,Mouhamed Sene,C,83.0,6' 11'',84.0,7' 0'',237,92.5,7' 8.5'',113.0,9' 5'',6.6,,,28.5,31.0,12.52,,3.38,7.0
2006,200759,Cedric,Simmons,Cedric Simmons,PF-C,80.25,6' 8.25'',81.5,6' 9.5'',223,88.25,7' 4.25'',108.5,9' 0.5'',5.6,,,30.5,35.0,11.05,,3.31,15.0
2006,201201,Marcus,Slaughter,Marcus Slaughter,PF-SF,79.0,6' 7'',80.0,6' 8'',220,83.5,6' 11.5'',104.5,8' 8.5'',8.5,,,30.0,34.0,11.56,,3.4,9.0
2006,200783,Craig,Smith,Craig Smith,PF,77.5,6' 5.5'',78.5,6' 6.5'',259,81.5,6' 9.5'',103.5,8' 7.5'',12.2,,,30.0,29.5,11.59,,3.4,
2006,200848,Steven,Smith,Steven Smith,SF-PF,79.5,6' 7.5'',81.25,6' 9.25'',238,84.5,7' 0.5'',104.0,8' 8'',7.8,,,29.5,34.5,12.08,,3.4,15.0
2006,23033,Michael,Southhall,Michael Southhall,C,81.5,6' 9.5'',82.25,6' 10.25'',241,88.25,7' 4.25'',107.5,8' 11.5'',7.9,,,31.5,37.0,12.29,,3.51,2.0
2006,12199,Frans,Steyn,Frans Steyn,C,85.25,7' 1.25'',86.5,7' 2.5'',280,86.25,7' 2.25'',109.0,9' 1'',12.8,,,28.5,29.5,11.67,,3.38,
2006,201028,Curtis,Stinson,Curtis Stinson,SG,73.75,6' 1.75'',74.75,6' 2.75'',208,77.0,6' 5'',97.5,8' 1.5'',6.0,,,28.0,31.5,10.95,,3.27,17.0
2006,200748,Tyrus,Thomas,Tyrus Thomas,PF-SF,79.25,6' 7.25'',80.25,6' 8.25'',217,87.0,7' 3'',108.0,9' 0'',5.6,,,34.0,39.5,11.36,,3.2,8.0
2006,12200,Joah,Tucker,Joah Tucker,SF-SG,75.75,6' 3.75'',77.25,6' 5.25'',224,78.5,6' 6.5'',99.5,8' 3.5'',7.0,,,29.0,34.0,11.58,,3.31,19.0
2006,12201,Ian,Vouyoukas,Ian Vouyoukas,C-PF,80.5,6' 8.5'',81.5,6' 9.5'',267,84.75,7' 0.75'',108.5,9' 0.5'',14.8,,,23.0,28.0,13.7,,3.72,8.0
2006,200827,Darius,Washington,Darius Washington,PG,71.5,5' 11.5'',73.0,6' 1'',195,76.0,6' 4'',96.0,8' 0'',9.7,,,29.0,37.5,10.71,,3.26,9.0
2006,201228,CJ,Watson,CJ Watson,PG,72.5,6' 0.5'',73.75,6' 1.75'',171,78.0,6' 6'',96.0,8' 0'',5.2,,,31.5,34.0,11.61,,3.15,12.0
2006,12203,Eric,Williams,Eric Williams,C-PF,79.25,6' 7.25'',80.75,6' 8.75'',285,88.25,7' 4.25'',106.5,8' 10.5'',13.0,,,28.5,29.0,11.71,,3.56,17.0
2006,200749,Shelden,Williams,Shelden Williams,PF-C,79.5,6' 7.5'',80.5,6' 8.5'',258,88.25,7' 4.25'',104.0,8' 8'',11.4,,,29.0,33.5,11.53,,3.59,25.0
2006,200761,Shawne,Williams,Shawne Williams,SF-PF,79.25,6' 7.25'',80.75,6' 8.75'',227,87.0,7' 3'',104.0,8' 8'',8.0,,,32.0,31.0,10.69,,3.3,
2006,200766,Marcus,Williams,Marcus Williams,PG,74.0,6' 2'',75.25,6' 3.25'',215,79.0,6' 7'',97.5,8' 1.5'',12.4,,,24.5,28.0,11.3,,3.4,4.0
2006,200818,Justin,Williams,Justin Williams,C-PF,79.25,6' 7.25'',80.75,6' 8.75'',211,85.5,7' 1.5'',109.0,9' 1'',6.5,,,26.5,31.5,11.9,,3.31,7.0
2006,202124,Curtis,Withers,Curtis Withers,PF-SF,78.0,6' 6'',78.5,6' 6.5'',227,82.0,6' 10'',101.0,8' 5'',5.0,,,35.0,36.5,11.54,,3.1,14.0
