draft_year ,player_slug ,player_name              ,Season  ,Age  ,College    ,G   ,MP     ,Totals_FG ,Totals_FGA ,Totals_3P ,Totals_3PA ,Totals_FT ,Totals_FTA ,Totals_ORB ,Totals_TRB ,Totals_AST ,Totals_STL ,Totals_BLK ,Totals_TOV ,Totals_PF ,Totals_PTS ,Shooting_FG% ,Shooting_3P% ,Shooting_FT% ,Per Game_MP ,Per Game_PTS ,Per Game_TRB ,Per Game_AST
      2010 ,crawfjo02   ,Jordan Crawford          ,Career  ,     ,           , 65 ,1905.0 ,      367 ,       806 ,      109 ,       284 ,      166 ,       217 ,      68.0 ,       267 ,       170 ,      75.0 ,      13.0 ,     143.0 ,    106.0 ,      1009 ,       0.455 ,       0.384 ,       0.765 ,       29.3 ,        15.5 ,         4.1 ,         2.6
      2010 ,vasqugr01   ,Greivis VÃ¡squez         ,2006-07 ,20.0 ,MARYLAND   , 34 , 980.0 ,      114 ,       257 ,       31 ,        98 ,       75 ,        94 ,      26.0 ,       112 ,       157 ,      39.0 ,       5.0 ,      92.0 ,     79.0 ,       334 ,       0.444 ,       0.316 ,       0.798 ,       28.8 ,         9.8 ,         3.3 ,         4.6
      2010 ,vasqugr01   ,Greivis VÃ¡squez         ,2007-08 ,21.0 ,MARYLAND   , 34 ,1258.0 ,      199 ,       461 ,       64 ,       207 ,      115 ,       147 ,      31.0 ,       193 ,       231 ,      47.0 ,       9.0 ,     149.0 ,     78.0 ,       577 ,       0.432 ,       0.309 ,       0.782 ,       37.0 ,        17.0 ,         5.7 ,         6.8
      2010 ,vasqugr01   ,Greivis VÃ¡squez         ,2008-09 ,22.0 ,MARYLAND   , 35 ,1210.0 ,      218 ,       538 ,       66 ,       202 ,      111 ,       128 ,      37.0 ,       189 ,       176 ,      49.0 ,      13.0 ,      98.0 ,     76.0 ,       613 ,       0.405 ,       0.327 ,       0.867 ,       34.6 ,        17.5 ,         5.4 ,         5.0
      2010 ,vasqugr01   ,Greivis VÃ¡squez         ,2009-10 ,23.0 ,MARYLAND   , 33 ,1120.0 ,      220 ,       513 ,       69 ,       192 ,      138 ,       161 ,      38.0 ,       153 ,       208 ,      56.0 ,      12.0 ,     111.0 ,     69.0 ,       647 ,       0.429 ,       0.359 ,       0.857 ,       33.9 ,        19.6 ,         4.6 ,         6.3
      2010 ,vasqugr01   ,Greivis VÃ¡squez         ,Career  ,     ,           ,136 ,4568.0 ,      751 ,      1769 ,      230 ,       699 ,      439 ,       530 ,     132.0 ,       647 ,       772 ,     191.0 ,      39.0 ,     450.0 ,    302.0 ,      2171 ,       0.425 ,       0.329 ,       0.828 ,       33.6 ,        16.0 ,         4.8 ,         5.7
      2010 ,ortonda01   ,Daniel Orton             ,2009-10 ,19.0 ,KENTUCKY   , 38 , 502.0 ,       48 ,        91 ,        0 ,         2 ,       33 ,        63 ,      45.0 ,       126 ,        15 ,      21.0 ,      53.0 ,      38.0 ,     88.0 ,       129 ,       0.527 ,       0.0   ,       0.524 ,       13.2 ,         3.4 ,         3.3 ,         0.4
      2010 ,ortonda01   ,Daniel Orton             ,Career  ,     ,           , 38 , 502.0 ,       48 ,        91 ,        0 ,         2 ,       33 ,        63 ,      45.0 ,       126 ,        15 ,      21.0 ,      53.0 ,      38.0 ,     88.0 ,       129 ,       0.527 ,       0.0   ,       0.524 ,       13.2 ,         3.4 ,         3.3 ,         0.4
      2010 ,haywala01   ,Lazar Hayward            ,2006-07 ,20.0 ,MARQUETTE  , 34 , 553.0 ,       83 ,       194 ,       10 ,        48 ,       48 ,        72 ,      61.0 ,       124 ,        10 ,      20.0 ,       3.0 ,      35.0 ,     73.0 ,       224 ,       0.428 ,       0.208 ,       0.667 ,       16.3 ,         6.6 ,         3.6 ,         0.3
      2010 ,haywala01   ,Lazar Hayward            ,2007-08 ,21.0 ,MARQUETTE  , 35 , 889.0 ,      158 ,       333 ,       41 ,        91 ,       92 ,       119 ,      66.0 ,       228 ,        21 ,      39.0 ,      13.0 ,      63.0 ,     94.0 ,       449 ,       0.474 ,       0.451 ,       0.773 ,       25.4 ,        12.8 ,         6.5 ,         0.6
      2010 ,haywala01   ,Lazar Hayward            ,2008-09 ,22.0 ,MARQUETTE  , 35 ,1109.0 ,      204 ,       435 ,       53 ,       148 ,      109 ,       133 ,      99.0 ,       302 ,        39 ,      35.0 ,       9.0 ,      65.0 ,     89.0 ,       570 ,       0.469 ,       0.358 ,       0.82  ,       31.7 ,        16.3 ,         8.6 ,         1.1
      2010 ,haywala01   ,Lazar Hayward            ,2009-10 ,23.0 ,MARQUETTE  , 34 ,1097.0 ,      222 ,       514 ,       65 ,       186 ,      107 ,       127 ,      72.0 ,       256 ,        52 ,      64.0 ,      18.0 ,      67.0 ,    115.0 ,       616 ,       0.432 ,       0.349 ,       0.843 ,       32.3 ,        18.1 ,         7.5 ,         1.5
      2010 ,haywala01   ,Lazar Hayward            ,Career  ,     ,           ,138 ,3648.0 ,      667 ,      1476 ,      169 ,       473 ,      356 ,       451 ,     298.0 ,       910 ,       122 ,     158.0 ,      43.0 ,     230.0 ,    371.0 ,      1859 ,       0.452 ,       0.357 ,       0.789 ,       26.4 ,        13.5 ,         6.6 ,         0.9
      2010 ,pittmde01   ,Dexter Pittman           ,2006-07 ,18.0 ,TEXAS      , 29 , 155.0 ,       29 ,        48 ,        0 ,         0 ,       16 ,        34 ,      28.0 ,        52 ,         2 ,       5.0 ,      10.0 ,      11.0 ,     41.0 ,        74 ,       0.604 ,             ,       0.471 ,        5.3 ,         2.6 ,         1.8 ,         0.1
      2010 ,pittmde01   ,Dexter Pittman           ,2007-08 ,19.0 ,TEXAS      , 36 , 246.0 ,       38 ,        68 ,        0 ,         0 ,       23 ,        41 ,      47.0 ,        87 ,         6 ,       3.0 ,      18.0 ,      22.0 ,     39.0 ,        99 ,       0.559 ,             ,       0.561 ,        6.8 ,         2.8 ,         2.4 ,         0.2
      2010 ,pittmde01   ,Dexter Pittman           ,2008-09 ,20.0 ,TEXAS      , 35 , 580.0 ,      130 ,       211 ,        0 ,         0 ,       94 ,       136 ,      92.0 ,       191 ,        13 ,      13.0 ,      33.0 ,      50.0 ,     94.0 ,       354 ,       0.616 ,             ,       0.691 ,       16.6 ,        10.1 ,         5.5 ,         0.4
      2010 ,pittmde01   ,Dexter Pittman           ,2009-10 ,21.0 ,TEXAS      , 34 , 648.0 ,      140 ,       214 ,        0 ,         0 ,       75 ,       135 ,     101.0 ,       199 ,        17 ,      12.0 ,      63.0 ,      60.0 ,     90.0 ,       355 ,       0.654 ,             ,       0.556 ,       19.1 ,        10.4 ,         5.9 ,         0.5
      2010 ,pittmde01   ,Dexter Pittman           ,Career  ,     ,           ,134 ,1629.0 ,      337 ,       541 ,        0 ,         0 ,      208 ,       346 ,     268.0 ,       529 ,        38 ,      33.0 ,     124.0 ,     143.0 ,    264.0 ,       882 ,       0.623 ,             ,       0.601 ,       12.2 ,         6.6 ,         3.9 ,         0.3
      2010 ,whiteha01   ,Hassan Whiteside         ,2009-10 ,20.0 ,MARSHALL   , 34 , 889.0 ,      167 ,       319 ,        3 ,         5 ,      110 ,       187 ,      92.0 ,       303 ,        10 ,      19.0 ,     182.0 ,      64.0 ,     82.0 ,       447 ,       0.524 ,       0.6   ,       0.588 ,       26.1 ,        13.1 ,         8.9 ,         0.3
      2010 ,whiteha01   ,Hassan Whiteside         ,Career  ,     ,           , 34 , 889.0 ,      167 ,       319 ,        3 ,         5 ,      110 ,       187 ,      92.0 ,       303 ,        10 ,      19.0 ,     182.0 ,      64.0 ,     82.0 ,       447 ,       0.524 ,       0.6   ,       0.588 ,       26.1 ,        13.1 ,         8.9 ,         0.3
      2010 ,johnsar02   ,Armon Johnson            ,2007-08 ,18.0 ,NEVADA     , 33 ,1030.0 ,      134 ,       278 ,       28 ,        81 ,       83 ,       107 ,      25.0 ,       133 ,       111 ,      25.0 ,       7.0 ,      78.0 ,     68.0 ,       379 ,       0.482 ,       0.346 ,       0.776 ,       31.2 ,        11.5 ,         4.0 ,         3.4
      2010 ,johnsar02   ,Armon Johnson            ,2008-09 ,19.0 ,NEVADA     , 34 ,1097.0 ,      193 ,       448 ,       25 ,        90 ,      116 ,       147 ,      27.0 ,       122 ,       145 ,      30.0 ,       6.0 ,      84.0 ,     42.0 ,       527 ,       0.431 ,       0.278 ,       0.789 ,       32.3 ,        15.5 ,         3.6 ,         4.3
      2010 ,johnsar02   ,Armon Johnson            ,2009-10 ,20.0 ,NEVADA     , 34 ,1172.0 ,      219 ,       442 ,       17 ,        71 ,       80 ,       118 ,      26.0 ,       115 ,       189 ,      28.0 ,      12.0 ,     114.0 ,     61.0 ,       535 ,       0.495 ,       0.239 ,       0.678 ,       34.5 ,        15.7 ,         3.4 ,         5.6
      2010 ,johnsar02   ,Armon Johnson            ,Career  ,     ,           ,101 ,3299.0 ,      546 ,      1168 ,       70 ,       242 ,      279 ,       372 ,      78.0 ,       370 ,       445 ,      83.0 ,      25.0 ,     276.0 ,    171.0 ,      1441 ,       0.467 ,       0.289 ,       0.75  ,       32.7 ,        14.3 ,         3.7 ,         4.4
      2010 ,whitete01   ,Terrico White            ,2008-09 ,18.0 ,OLEMISS    , 31 , 929.0 ,      157 ,       367 ,       62 ,       175 ,       49 ,        78 ,      25.0 ,       105 ,        72 ,      26.0 ,       8.0 ,      55.0 ,     55.0 ,       425 ,       0.428 ,       0.354 ,       0.628 ,       30.0 ,        13.7 ,         3.4 ,         2.3
      2010 ,whitete01   ,Terrico White            ,2009-10 ,19.0 ,OLEMISS    , 35 ,1103.0 ,      192 ,       447 ,       61 ,       179 ,       85 ,       119 ,      55.0 ,       160 ,        52 ,      30.0 ,       7.0 ,      45.0 ,     62.0 ,       530 ,       0.43  ,       0.341 ,       0.714 ,       31.5 ,        15.1 ,         4.6 ,         1.5
      2010 ,whitete01   ,Terrico White            ,Career  ,     ,           , 66 ,2032.0 ,      349 ,       814 ,      123 ,       354 ,      134 ,       197 ,      80.0 ,       265 ,       124 ,      56.0 ,      15.0 ,     100.0 ,    117.0 ,       955 ,       0.429 ,       0.347 ,       0.68  ,       30.8 ,        14.5 ,         4.0 ,         1.9
      2010 ,hobsoda01   ,Darington Hobson         ,2009-10 ,22.0 ,NMEXICO    , 35 ,1175.0 ,      193 ,       439 ,       39 ,       108 ,      130 ,       199 ,      74.0 ,       324 ,       160 ,      44.0 ,      15.0 ,     104.0 ,     68.0 ,       555 ,       0.44  ,       0.361 ,       0.653 ,       33.6 ,        15.9 ,         9.3 ,         4.6
      2010 ,hobsoda01   ,Darington Hobson         ,Career  ,     ,           , 35 ,1175.0 ,      193 ,       439 ,       39 ,       108 ,      130 ,       199 ,      74.0 ,       324 ,       160 ,      44.0 ,      15.0 ,     104.0 ,     68.0 ,       555 ,       0.44  ,       0.361 ,       0.653 ,       33.6 ,        15.9 ,         9.3 ,         4.6
      2010 ,rautian01   ,Andy Rautins             ,2005-06 ,19.0 ,SYRACUSE   , 20 , 159.0 ,       20 ,        53 ,       15 ,        46 ,        3 ,         6 ,       5.0 ,        17 ,        13 ,       6.0 ,       2.0 ,       4.0 ,     23.0 ,        58 ,       0.377 ,       0.326 ,       0.5   ,        8.0 ,         2.9 ,         0.9 ,         0.7
      2010 ,rautian01   ,Andy Rautins             ,2006-07 ,20.0 ,SYRACUSE   , 35 , 741.0 ,       84 ,       226 ,       67 ,       188 ,       17 ,        24 ,      15.0 ,        69 ,        51 ,      45.0 ,       6.0 ,      46.0 ,     62.0 ,       252 ,       0.372 ,       0.356 ,       0.708 ,       21.2 ,         7.2 ,         2.0 ,         1.5
      2010 ,rautian01   ,Andy Rautins             ,2008-09 ,22.0 ,SYRACUSE   , 37 ,1059.0 ,      126 ,       332 ,      102 ,       279 ,       33 ,        45 ,      13.0 ,       123 ,       112 ,      52.0 ,       6.0 ,      73.0 ,     75.0 ,       387 ,       0.38  ,       0.366 ,       0.733 ,       28.6 ,        10.5 ,         3.3 ,         3.0
      2010 ,rautian01   ,Andy Rautins             ,2009-10 ,23.0 ,SYRACUSE   , 35 ,1137.0 ,      130 ,       297 ,       98 ,       241 ,       66 ,        81 ,      18.0 ,       118 ,       171 ,      69.0 ,       8.0 ,      98.0 ,     76.0 ,       424 ,       0.438 ,       0.407 ,       0.815 ,       32.5 ,        12.1 ,         3.4 ,         4.9
      2010 ,rautian01   ,Andy Rautins             ,Career  ,     ,           ,127 ,3096.0 ,      360 ,       908 ,      282 ,       754 ,      119 ,       156 ,      51.0 ,       327 ,       347 ,     172.0 ,      22.0 ,     221.0 ,    236.0 ,      1121 ,       0.396 ,       0.374 ,       0.763 ,       24.4 ,         8.8 ,         2.6 ,         2.7
      2010 ,fieldla01   ,Landry Fields            ,2006-07 ,18.0 ,STANFORD   , 30 , 420.0 ,       45 ,       124 ,       20 ,        66 ,       15 ,        23 ,      24.0 ,        74 ,        22 ,       7.0 ,       4.0 ,      24.0 ,     29.0 ,       125 ,       0.363 ,       0.303 ,       0.652 ,       14.0 ,         4.2 ,         2.5 ,         0.7
      2010 ,fieldla01   ,Landry Fields            ,2007-08 ,19.0 ,STANFORD   , 33 , 415.0 ,       46 ,       127 ,       22 ,        62 ,       20 ,        32 ,      17.0 ,        67 ,        33 ,      11.0 ,       7.0 ,      27.0 ,     38.0 ,       134 ,       0.362 ,       0.355 ,       0.625 ,       12.6 ,         4.1 ,         2.0 ,         1.0
      2010 ,fieldla01   ,Landry Fields            ,2008-09 ,20.0 ,STANFORD   , 34 ,1045.0 ,      160 ,       321 ,       32 ,        87 ,       78 ,       120 ,      79.0 ,       226 ,        66 ,      42.0 ,      18.0 ,      63.0 ,     70.0 ,       430 ,       0.498 ,       0.368 ,       0.65  ,       30.7 ,        12.6 ,         6.6 ,         1.9
      2010 ,fieldla01   ,Landry Fields            ,2009-10 ,21.0 ,STANFORD   , 32 ,1161.0 ,      248 ,       506 ,       29 ,        86 ,      179 ,       257 ,      81.0 ,       280 ,        89 ,      51.0 ,      25.0 ,      83.0 ,     65.0 ,       704 ,       0.49  ,       0.337 ,       0.696 ,       36.3 ,        22.0 ,         8.8 ,         2.8
      2010 ,fieldla01   ,Landry Fields            ,Career  ,     ,           ,129 ,3041.0 ,      499 ,      1078 ,      103 ,       301 ,      292 ,       432 ,     201.0 ,       647 ,       210 ,     111.0 ,      54.0 ,     197.0 ,    202.0 ,      1393 ,       0.463 ,       0.342 ,       0.676 ,       23.6 ,        10.8 ,         5.0 ,         1.6
      2010 ,stephla01   ,Lance Stephenson         ,2009-10 ,19.0 ,CINCY      , 34 , 960.0 ,      162 ,       368 ,       16 ,        73 ,       79 ,       119 ,      63.0 ,       182 ,        84 ,      31.0 ,       6.0 ,      81.0 ,     66.0 ,       419 ,       0.44  ,       0.219 ,       0.664 ,       28.2 ,        12.3 ,         5.4 ,         2.5
      2010 ,stephla01   ,Lance Stephenson         ,Career  ,     ,           , 34 , 960.0 ,      162 ,       368 ,       16 ,        73 ,       79 ,       119 ,      63.0 ,       182 ,        84 ,      31.0 ,       6.0 ,      81.0 ,     66.0 ,       419 ,       0.44  ,       0.219 ,       0.664 ,       28.2 ,        12.3 ,         5.4 ,         2.5
      2010 ,varnaja01   ,Jarvis Varnado           ,2006-07 ,18.0 ,MISSST     , 35 , 473.0 ,       75 ,       116 ,        0 ,         1 ,       24 ,        45 ,      61.0 ,       146 ,        11 ,      12.0 ,      67.0 ,      19.0 ,     74.0 ,       174 ,       0.647 ,       0.0   ,       0.533 ,       13.5 ,         5.0 ,         4.2 ,         0.3
      2010 ,varnaja01   ,Jarvis Varnado           ,2007-08 ,19.0 ,MISSST     , 34 , 968.0 ,      109 ,       170 ,        1 ,         2 ,       50 ,       100 ,      75.0 ,       264 ,        18 ,      18.0 ,     157.0 ,      41.0 ,     99.0 ,       269 ,       0.641 ,       0.5   ,       0.5   ,       28.5 ,         7.9 ,         7.8 ,         0.5
      2010 ,varnaja01   ,Jarvis Varnado           ,2008-09 ,20.0 ,MISSST     , 36 ,1012.0 ,      180 ,       328 ,        0 ,         1 ,      104 ,       159 ,     103.0 ,       317 ,        28 ,      22.0 ,     170.0 ,      60.0 ,     83.0 ,       464 ,       0.549 ,       0.0   ,       0.654 ,       28.1 ,        12.9 ,         8.8 ,         0.8
      2010 ,varnaja01   ,Jarvis Varnado           ,2009-10 ,21.0 ,MISSST     , 36 ,1141.0 ,      184 ,       316 ,        0 ,         0 ,      128 ,       210 ,     107.0 ,       369 ,        32 ,      24.0 ,     170.0 ,      71.0 ,     88.0 ,       496 ,       0.582 ,             ,       0.61  ,       31.7 ,        13.8 ,        10.3 ,         0.9
      2010 ,varnaja01   ,Jarvis Varnado           ,Career  ,     ,           ,141 ,3594.0 ,      548 ,       930 ,        1 ,         4 ,      306 ,       514 ,     346.0 ,      1096 ,        89 ,      76.0 ,     564.0 ,     191.0 ,    344.0 ,      1403 ,       0.589 ,       0.25  ,       0.595 ,       25.5 ,        10.0 ,         7.8 ,         0.6
      2010 ,butleda03   ,Da'Sean Butler           ,2006-07 ,19.0 ,WVIRGINIA  , 36 , 838.0 ,      135 ,       281 ,       39 ,       113 ,       53 ,        80 ,      47.0 ,       127 ,        37 ,      46.0 ,       3.0 ,      46.0 ,     68.0 ,       362 ,       0.48  ,       0.345 ,       0.663 ,       23.3 ,        10.1 ,         3.5 ,         1.0
      2010 ,butleda03   ,Da'Sean Butler           ,2007-08 ,20.0 ,WVIRGINIA  , 37 ,1133.0 ,      186 ,       376 ,       34 ,        93 ,       73 ,       114 ,      86.0 ,       228 ,        64 ,      26.0 ,       7.0 ,      57.0 ,    101.0 ,       479 ,       0.495 ,       0.366 ,       0.64  ,       30.6 ,        12.9 ,         6.2 ,         1.7
      2010 ,butleda03   ,Da'Sean Butler           ,2008-09 ,21.0 ,WVIRGINIA  , 35 ,1160.0 ,      212 ,       494 ,       62 ,       177 ,      114 ,       150 ,      76.0 ,       208 ,        60 ,      45.0 ,      10.0 ,      81.0 ,     88.0 ,       600 ,       0.429 ,       0.35  ,       0.76  ,       33.1 ,        17.1 ,         5.9 ,         1.7
      2010 ,butleda03   ,Da'Sean Butler           ,2009-10 ,22.0 ,WVIRGINIA  , 38 ,1360.0 ,      208 ,       503 ,       70 ,       198 ,      168 ,       213 ,      61.0 ,       237 ,       119 ,      37.0 ,      15.0 ,      68.0 ,     82.0 ,       654 ,       0.414 ,       0.354 ,       0.789 ,       35.8 ,        17.2 ,         6.2 ,         3.1
      2010 ,butleda03   ,Da'Sean Butler           ,Career  ,     ,           ,146 ,4491.0 ,      741 ,      1654 ,      205 ,       581 ,      408 ,       557 ,     270.0 ,       800 ,       280 ,     154.0 ,      35.0 ,     252.0 ,    339.0 ,      2095 ,       0.448 ,       0.353 ,       0.732 ,       30.8 ,        14.3 ,         5.5 ,         1.9
      2010 ,ebankde01   ,Devin Ebanks             ,2008-09 ,19.0 ,WVIRGINIA  , 35 ,1056.0 ,      132 ,       281 ,        5 ,        40 ,       98 ,       140 ,      93.0 ,       273 ,        93 ,      29.0 ,      25.0 ,      67.0 ,     63.0 ,       367 ,       0.47  ,       0.125 ,       0.7   ,       30.2 ,        10.5 ,         7.8 ,         2.7
      2010 ,ebankde01   ,Devin Ebanks             ,2009-10 ,20.0 ,WVIRGINIA  , 34 ,1161.0 ,      144 ,       315 ,        3 ,        30 ,      117 ,       152 ,      99.0 ,       275 ,        83 ,      36.0 ,      23.0 ,      75.0 ,     54.0 ,       408 ,       0.457 ,       0.1   ,       0.77  ,       34.1 ,        12.0 ,         8.1 ,         2.4
      2010 ,ebankde01   ,Devin Ebanks             ,Career  ,     ,           , 69 ,2217.0 ,      276 ,       596 ,        8 ,        70 ,      215 ,       292 ,     192.0 ,       548 ,       176 ,      65.0 ,      48.0 ,     142.0 ,    117.0 ,       775 ,       0.463 ,       0.114 ,       0.736 ,       32.1 ,        11.2 ,         7.9 ,         2.6
      2010 ,jordaje01   ,Jerome Jordan            ,2006-07 ,20.0 ,TULSA      , 23 , 179.0 ,       29 ,        49 ,        0 ,         0 ,        3 ,        11 ,      16.0 ,        49 ,         4 ,       3.0 ,      17.0 ,      16.0 ,     21.0 ,        61 ,       0.592 ,             ,       0.273 ,        7.8 ,         2.7 ,         2.1 ,         0.2
      2010 ,jordaje01   ,Jerome Jordan            ,2007-08 ,21.0 ,TULSA      , 39 ,1021.0 ,      154 ,       273 ,        0 ,         0 ,      102 ,       148 ,     109.0 ,       309 ,        31 ,      15.0 ,     143.0 ,      86.0 ,    110.0 ,       410 ,       0.564 ,             ,       0.689 ,       26.2 ,        10.5 ,         7.9 ,         0.8
      2010 ,jordaje01   ,Jerome Jordan            ,2008-09 ,22.0 ,TULSA      , 36 , 971.0 ,      180 ,       307 ,        0 ,         0 ,      137 ,       186 ,      88.0 ,       308 ,        34 ,      14.0 ,      91.0 ,      87.0 ,    110.0 ,       497 ,       0.586 ,             ,       0.737 ,       27.0 ,        13.8 ,         8.6 ,         0.9
      2010 ,jordaje01   ,Jerome Jordan            ,2009-10 ,23.0 ,TULSA      , 35 ,1043.0 ,      184 ,       335 ,        0 ,         0 ,      172 ,       250 ,      84.0 ,       317 ,        44 ,      16.0 ,      82.0 ,      79.0 ,     98.0 ,       540 ,       0.549 ,             ,       0.688 ,       29.8 ,        15.4 ,         9.1 ,         1.3
      2010 ,jordaje01   ,Jerome Jordan            ,Career  ,     ,           ,133 ,3214.0 ,      547 ,       964 ,        0 ,         0 ,      414 ,       595 ,     297.0 ,       983 ,       113 ,      48.0 ,     333.0 ,     268.0 ,    339.0 ,      1508 ,       0.567 ,             ,       0.696 ,       24.2 ,        11.3 ,         7.4 ,         0.8
      2010 ,lawalga01   ,Gani Lawal               ,2007-08 ,19.0 ,GATECH     , 32 , 554.0 ,       90 ,       158 ,        0 ,         1 ,       49 ,        99 ,      52.0 ,       113 ,         9 ,      12.0 ,      32.0 ,      54.0 ,     84.0 ,       229 ,       0.57  ,       0.0   ,       0.495 ,       17.3 ,         7.2 ,         3.5 ,         0.3
      2010 ,lawalga01   ,Gani Lawal               ,2008-09 ,20.0 ,GATECH     , 31 , 919.0 ,      184 ,       331 ,        0 ,         1 ,       99 ,       177 ,     111.0 ,       294 ,        19 ,      31.0 ,      46.0 ,      79.0 ,     80.0 ,       467 ,       0.556 ,       0.0   ,       0.559 ,       29.6 ,        15.1 ,         9.5 ,         0.6
      2010 ,lawalga01   ,Gani Lawal               ,2009-10 ,21.0 ,GATECH     , 36 , 930.0 ,      172 ,       325 ,        0 ,         1 ,      127 ,       222 ,     105.0 ,       305 ,        15 ,      16.0 ,      49.0 ,      78.0 ,     76.0 ,       471 ,       0.529 ,       0.0   ,       0.572 ,       25.8 ,        13.1 ,         8.5 ,         0.4
      2010 ,lawalga01   ,Gani Lawal               ,Career  ,     ,           , 99 ,2403.0 ,      446 ,       814 ,        0 ,         3 ,      275 ,       498 ,     268.0 ,       712 ,        43 ,      59.0 ,     127.0 ,     211.0 ,    240.0 ,      1167 ,       0.548 ,       0.0   ,       0.552 ,       24.3 ,        11.8 ,         7.2 ,         0.4
      2010 ,galloti01   ,Tiny Gallon              ,2009-10 ,19.0 ,OKLAHOMA   , 30 , 720.0 ,      122 ,       223 ,        4 ,        17 ,       62 ,        89 ,      83.0 ,       238 ,        24 ,      21.0 ,      23.0 ,      70.0 ,     85.0 ,       310 ,       0.547 ,       0.235 ,       0.697 ,       24.0 ,        10.3 ,         7.9 ,         0.8
      2010 ,galloti01   ,Tiny Gallon              ,Career  ,     ,           , 30 , 720.0 ,      122 ,       223 ,        4 ,        17 ,       62 ,        89 ,      83.0 ,       238 ,        24 ,      21.0 ,      23.0 ,      70.0 ,     85.0 ,       310 ,       0.547 ,       0.235 ,       0.697 ,       24.0 ,        10.3 ,         7.9 ,         0.8
      2010 ,alabiso01   ,Solomon Alabi            ,2007-08 ,19.0 ,FLORIDAST  , 10 ,  93.0 ,       15 ,        31 ,        0 ,         0 ,        5 ,         9 ,       8.0 ,        20 ,         0 ,       1.0 ,      11.0 ,      11.0 ,     18.0 ,        35 ,       0.484 ,             ,       0.556 ,        9.3 ,         3.5 ,         2.0 ,         0.0
      2010 ,alabiso01   ,Solomon Alabi            ,2008-09 ,20.0 ,FLORIDAST  , 35 , 779.0 ,      122 ,       226 ,        0 ,         1 ,       51 ,        75 ,      75.0 ,       197 ,        12 ,      18.0 ,      73.0 ,      56.0 ,     65.0 ,       295 ,       0.54  ,       0.0   ,       0.68  ,       22.3 ,         8.4 ,         5.6 ,         0.3
      2010 ,alabiso01   ,Solomon Alabi            ,2009-10 ,21.0 ,FLORIDAST  , 32 , 820.0 ,      133 ,       249 ,        0 ,         0 ,      108 ,       136 ,      79.0 ,       198 ,        16 ,      20.0 ,      75.0 ,      61.0 ,     75.0 ,       374 ,       0.534 ,             ,       0.794 ,       25.6 ,        11.7 ,         6.2 ,         0.5
      2010 ,alabiso01   ,Solomon Alabi            ,Career  ,     ,           , 77 ,1692.0 ,      270 ,       506 ,        0 ,         1 ,      164 ,       220 ,     162.0 ,       415 ,        28 ,      39.0 ,     159.0 ,     128.0 ,    158.0 ,       704 ,       0.534 ,       0.0   ,       0.745 ,       22.0 ,         9.1 ,         5.4 ,         0.4
      2010 ,rollema01   ,Magnum Rolle             ,2005-06 ,19.0 ,LSU        , 33 , 288.0 ,       30 ,        65 ,        0 ,         0 ,       11 ,        24 ,      27.0 ,        82 ,         6 ,      10.0 ,      21.0 ,      18.0 ,     32.0 ,        71 ,       0.462 ,             ,       0.458 ,        8.7 ,         2.2 ,         2.5 ,         0.2
      2010 ,rollema01   ,Magnum Rolle             ,2006-07 ,20.0 ,LSU        , 29 , 485.0 ,       50 ,       116 ,        0 ,         1 ,       15 ,        27 ,      51.0 ,       118 ,        11 ,      16.0 ,      31.0 ,      29.0 ,     57.0 ,       115 ,       0.431 ,       0.0   ,       0.556 ,       16.7 ,         4.0 ,         4.1 ,         0.4
      2010 ,rollema01   ,Magnum Rolle             ,2008-09 ,22.0 ,LATECH     , 30 , 845.0 ,      140 ,       264 ,        1 ,         2 ,       85 ,       130 ,      79.0 ,       215 ,        30 ,      28.0 ,      52.0 ,      68.0 ,     88.0 ,       366 ,       0.53  ,       0.5   ,       0.654 ,       28.2 ,        12.2 ,         7.2 ,         1.0
      2010 ,rollema01   ,Magnum Rolle             ,2009-10 ,23.0 ,LATECH     , 34 ,1025.0 ,      189 ,       368 ,        0 ,         0 ,       93 ,       141 ,     120.0 ,       286 ,        28 ,      26.0 ,      71.0 ,      67.0 ,     95.0 ,       471 ,       0.514 ,             ,       0.66  ,       30.1 ,        13.9 ,         8.4 ,         0.8
      2010 ,rollema01   ,Magnum Rolle             ,Career  ,     ,           ,126 ,2643.0 ,      409 ,       813 ,        1 ,         3 ,      204 ,       322 ,     277.0 ,       701 ,        75 ,      80.0 ,     175.0 ,     182.0 ,    272.0 ,      1023 ,       0.503 ,       0.333 ,       0.634 ,       21.0 ,         8.1 ,         5.6 ,         0.6
      2010 ,haranlu01   ,Luke Harangody           ,2006-07 ,19.0 ,NOTREDAME  , 32 , 658.0 ,      133 ,       290 ,        0 ,         1 ,       93 ,       114 ,      85.0 ,       197 ,        38 ,      28.0 ,      15.0 ,      39.0 ,     83.0 ,       359 ,       0.459 ,       0.0   ,       0.816 ,       20.6 ,        11.2 ,         6.2 ,         1.2
      2010 ,haranlu01   ,Luke Harangody           ,2007-08 ,20.0 ,NOTREDAME  , 33 , 958.0 ,      259 ,       518 ,        3 ,         9 ,      151 ,       198 ,     116.0 ,       351 ,        55 ,      26.0 ,      29.0 ,      76.0 ,     85.0 ,       672 ,       0.5   ,       0.333 ,       0.763 ,       29.0 ,        20.4 ,        10.6 ,         1.7
