"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,38.0,1763.0,0.48,3.8,0.998,0.532,0.34,0.079,0.048,0.002,0.481,0.614,0.349,0.256,0.307,0.0,0.625,0.163,64.0,0.143,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOH (3 Yrs),NOH (3 Yrs),NOH (3 Yrs),NOH (3 Yrs),,187.0,186.0,5923.0,0.47,4.7,0.998,0.492,0.352,0.101,0.053,0.002,0.472,0.608,0.363,0.274,0.295,0.0,0.62,0.161,235.0,0.25,0.0,2.0,0.0,
MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,109.0,12.0,1226.0,0.507,2.7,1.0,0.627,0.335,0.029,0.01,0.0,0.507,0.672,0.257,0.0,0.0,,0.538,0.196,38.0,,,0.0,0.0,
CHH (2 Yrs),CHH (2 Yrs),CHH (2 Yrs),CHH (2 Yrs),,156.0,8.0,2644.0,0.511,4.3,0.996,0.62,0.231,0.072,0.072,0.004,0.513,0.635,0.316,0.265,0.327,0.0,0.649,0.218,131.0,0.0,,1.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,82.0,82.0,2465.0,0.467,4.0,1.0,0.48,0.421,0.062,0.037,0.0,0.467,0.6,0.375,0.132,0.348,,0.62,0.107,64.0,,,0.0,0.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,81.0,23.0,1703.0,0.504,3.4,1.0,0.552,0.367,0.056,0.025,0.0,0.504,0.615,0.372,0.455,0.1,,0.633,0.149,54.0,,,0.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,34.0,1.0,374.0,0.378,3.0,1.0,0.733,0.222,0.044,0.0,0.0,0.378,0.515,0.0,0.0,,,0.882,0.156,5.0,,,0.0,0.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,24.0,2.0,259.0,0.306,4.5,1.0,0.571,0.265,0.082,0.082,0.0,0.306,0.393,0.077,0.0,0.75,,0.733,0.143,6.0,,,0.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,7.0,0.0,27.0,0.5,4.1,1.0,0.333,0.667,0.0,0.0,0.0,0.5,1.0,0.25,,,,0.333,0.167,1.0,,,0.0,0.0,
